V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apple,Q2.4_5,Q2.4_loquat,Q2.4_rambutan,Q2.4_mangosteen,Q2.4_peach,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.2_5,Q10.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_0rG7UslGHGflcDb,Default Response Set,Anonymous,,,217.248.123.113,0,5/2/16 15:24,5/2/16 15:32,1,400005,2,,1,,,,,,,,,,1,6,3,2,3,2,1,5,5,5,3,4,,6,7,6,2,5,2,1,1,2,7,2,6,2,7,7,7,7,5,2,5,6,6,6,2,5,7,2,7,7,5,7,2,6,6,1,2,2,5,6,1,,,,,,,,2,2,2,2,2,6,1,,,2,2,2,1,1,1,2,1,1,3,7,7,7,7,7,7,5,5,4,5,4,4,2,1,3,3,3,34,2,50.96670532,12.94999695,-1
R_bx9BHzM94hhf165,Default Response Set,Anonymous,,,83.215.130.22,0,5/2/16 15:25,5/2/16 15:33,1,800004,2,,,,,,,,,,,,1,4,1,1,2,1,3,5,5,5,3,2,,5,5,5,5,4,3,5,3,3,4,3,2,5,2,3,4,7,5,5,5,6,5,6,4,5,3,3,5,5,2,4,2,5,5,3,4,5,4,6,1,,,,,,4,1,,,,,,,,,,2,2,2,1,1,2,2,1,1,5,,,,,,,2,2,3,3,4,3,2,1,2,4,1,10,3,47.90319824,13.11300659,-1
R_e5uF5vqM9hiPMkR,Default Response Set,Anonymous,,,193.81.96.253,0,5/2/16 15:32,5/2/16 15:33,1,800008,2,,1,,,,,,,,,,1,5,1,1,1,1,2,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.20770264,16.37049866,-1
R_1Fys1VnqXy0ofLn,Default Response Set,Anonymous,,,188.22.115.222,0,5/2/16 15:27,5/2/16 15:34,1,800006,2,,1,,,,,,,,,,1,3,2,1,3,2,5,5,5,5,3,2,,6,7,3,3,7,4,3,4,6,6,3,7,3,6,6,5,7,5,3,7,4,6,7,4,5,5,5,6,5,6,6,2,4,4,3,2,4,5,5,1,,,,,,,,,,,,,,,3,1,2,2,2,3,2,1,2,1,2,4,5,4,5,4,6,6,3,2,3,3,3,2,2,2,6,3,2,7,3,48.21670532,15.46670532,-1
R_6nGlVT3FDcHYKWx,Default Response Set,Anonymous,,,213.47.237.176,0,5/2/16 15:24,5/2/16 15:35,1,800002,2,,1,,,,,,,,,,1,5,3,3,2,2,2,5,5,5,3,2,,5,5,5,5,5,4,3,4,5,1,2,4,5,3,4,5,5,4,4,6,5,4,6,4,2,5,3,5,5,4,4,2,4,6,4,5,6,5,7,1,,5,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,4,2,2,2,3,4,1,1,5,3,2,28,3,47.26669312,11.3999939,-1
R_eDonCvOlO9obgtD,Default Response Set,Anonymous,,,212.124.155.77,0,5/2/16 15:26,5/2/16 15:35,1,800005,2,,1,,1,,,,,,,,,3,2,2,3,2,5,5,5,5,3,2,,6,5,4,4,4,4,3,2,3,6,2,5,3,5,4,5,4,6,6,5,3,5,5,3,1,6,4,7,6,4,4,2,4,6,4,1,4,7,5,1,,,,,,,,,,,,,,,4,1,2,1,2,2,1,2,1,1,1,4,7,5,5,5,6,5,2,1,2,2,3,2,1,1,4,2,1,7,3,48.12289429,14.87210083,-1
R_1Zam10cUaILrs7X,Default Response Set,Anonymous,,,81.173.170.6,0,5/2/16 15:24,5/2/16 15:35,1,400003,2,,1,,1,,,,,,1,,,4,1,1,1,1,1,5,5,5,1,4,,4,6,5,3,7,2,2,2,3,5,2,6,3,6,6,6,6,5,2,7,6,5,6,3,4,5,2,3,6,5,6,2,5,7,2,3,5,5,5,1,,,,6,1,,,,,,,,,,,,2,2,2,1,2,1,2,2,1,3,6,6,6,6,6,7,4,4,4,4,4,4,2,1,5,2,1,13,4,50.94880676,6.919494629,-1
R_2uzoBMRWSA4Yuzz,Default Response Set,Anonymous,,,194.25.112.132,0,5/2/16 15:24,5/2/16 15:36,1,400006,2,,1,,,,,,,,,,1,6,2,1,1,1,4,5,5,5,3,4,,7,7,4,1,7,2,1,2,6,1,1,4,1,7,7,7,7,2,7,7,7,7,7,6,6,7,1,2,7,6,7,2,7,6,1,2,4,4,2,1,,,,,,,,1,2,2,2,2,4,1,,,3,3,3,1,1,3,2,3,3,5,,,,,,,4,4,4,3,1,1,2,2,3,4,2,31,2,51.03329468,10.71670532,-1
R_2fA8RlEFmkCEAOF,Default Response Set,Anonymous,,,86.32.135.60,0,5/2/16 15:24,5/2/16 15:39,1,800003,2,,1,,,,,,,,,,1,6,3,1,4,1,3,5,5,5,4,2,,5,6,4,1,1,1,2,2,7,6,2,1,3,5,5,5,7,4,2,7,6,6,7,4,4,5,3,7,6,1,5,2,6,6,3,4,3,6,6,1,,,,7,1,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,3,7,7,7,7,7,7,3,1,3,2,4,1,2,2,3,3,1,38,5,48.25909424,16.33389282,-1
R_6P6hcNL5kErkm2h,Default Response Set,Anonymous,,,82.113.99.119,0,5/2/16 15:24,5/2/16 15:39,1,400007,2,,1,,,,,,,,,,1,8,2,2,3,1,3,5,5,5,4,4,,1,7,4,5,6,1,4,3,4,5,2,6,5,2,4,4,7,6,4,6,7,7,5,4,1,4,5,7,4,3,4,2,5,6,2,1,3,7,7,1,,3,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,2,1,5,,,,,,,1,1,1,1,1,1,2,5,2,1,,51,2,51,9,-1
R_1A0jhRgdnlAnIj3,Default Response Set,Anonymous,,,87.142.219.37,0,5/2/16 15:20,5/2/16 15:42,1,400001,2,,1,,,1,,,,,,,,3,3,1,2,1,5,5,5,5,3,4,,6,7,6,2,6,2,1,1,4,4,2,6,4,6,6,6,7,4,2,5,7,4,7,2,6,,1,1,7,2,7,2,6,6,3,5,3,5,3,1,,,,,,3,1,,,,,,,,,,2,1,2,1,1,2,2,2,1,5,,,,,,,3,2,3,3,4,4,1,1,3,3,2,9,2,54.08810425,13.38760376,-1
R_0PS7mRGO3Issctv,Default Response Set,Anonymous,,,178.10.215.233,0,5/2/16 15:34,5/2/16 15:42,1,400010,1,1,1,,,,,,,,,,1,2,1,1,3,2,3,5,5,5,3,4,,7,6,6,2,7,1,2,5,2,6,3,4,2,6,6,7,7,5,4,5,6,6,4,2,3,6,4,7,6,4,6,2,7,5,2,2,3,7,5,1,,,,,,,,3,3,3,3,3,6,1,,,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,4,2,3,3,2,3,1,4,1,1,,4,1,48.76669312,13.03329468,-1
R_dp7K7K7jXZFrrE1,Default Response Set,Anonymous,,,47.64.164.95,0,5/2/16 15:34,5/2/16 15:44,1,400009,2,,1,,,,,,,,,,1,4,2,1,2,1,5,5,5,5,3,4,,4,7,1,4,6,4,4,4,4,4,2,5,4,4,4,4,7,4,4,4,5,7,7,4,5,4,1,7,5,1,5,2,7,7,1,5,2,4,4,6,,,,7,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,1,3,2,2,14,2,51,9,-1
R_b2bdfWVXB7x7Ngp,Default Response Set,Anonymous,,,185.21.239.77,0,5/2/16 15:40,5/2/16 15:47,1,800011,2,,1,,,,,,,,,,1,6,2,1,2,2,3,5,5,5,3,2,,6,7,4,3,3,2,4,,7,6,2,5,4,5,5,5,5,5,3,3,5,5,6,5,5,5,5,6,3,4,,2,5,5,5,3,5,4,5,1,,,,,,3,1,,,,,,,,,,2,2,2,2,1,2,1,1,3,5,,,,,,,3,3,3,3,4,3,2,6,1,3,2,31,2,47.63330078,13.61669922,-1
R_eOF7am9Nf7jAoaV,Default Response Set,Anonymous,,,93.82.19.103,0,5/2/16 15:38,5/2/16 15:49,1,800009,2,,1,,,,,,,,,,1,8,2,1,3,1,3,5,5,5,3,2,,7,7,6,5,6,3,4,5,6,2,4,7,5,5,4,4,7,6,6,6,7,7,7,6,3,4,2,7,4,5,4,2,7,7,4,4,7,6,4,1,,3,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,2,4,7,7,7,7,4,7,2,3,3,3,3,2,2,5,3,2,1,56,2,47.1157074,15.59010315,-1
R_cZUdDd92CgRT4X3,Default Response Set,Anonymous,,,188.22.235.87,0,5/2/16 15:44,5/2/16 15:50,1,800012,2,,1,,,,,,,,,,1,5,3,3,4,3,5,5,5,5,5,2,,5,7,1,2,7,2,1,5,7,5,3,2,2,6,7,6,6,2,2,5,4,5,5,5,5,6,4,4,4,5,4,2,6,7,1,3,2,4,5,1,,,,,,,,,,,,,,,4,1,2,1,3,2,1,3,1,1,1,5,,,,,,,1,1,4,1,2,1,2,2,1,2,1,29,5,48.30189514,14.24560547,-1
R_bgeeSRvgfigI6pL,Default Response Set,Anonymous,,,178.165.129.18,0,5/2/16 15:51,5/2/16 15:52,1,800014,2,,1,,,,,,,,,,1,6,2,1,1,1,1,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19999695,16.36669922,-1
R_eX5GHR1A6igqdAp,Default Response Set,Anonymous,,,178.165.131.203,0,5/2/16 16:02,5/2/16 16:04,1,800015,2,,2,,,,,,,,,,1,2,1,1,1,1,5,5,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19999695,16.36669922,-1
R_9KAO8k1WCoDZAfX,Default Response Set,Anonymous,,,193.81.119.167,0,5/2/16 15:46,5/2/16 16:04,1,800013,2,,1,,,,,,,1,,,,5,1,1,1,1,2,5,5,5,1,2,,5,6,3,4,7,2,2,4,4,5,3,6,4,3,4,5,7,5,3,7,7,6,7,4,4,4,2,7,4,7,4,2,5,6,1,4,4,5,4,1,,,,4,1,,,,,,,,,,,,2,1,2,2,2,1,3,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,24,2,47.7993927,13.04400635,-1
R_9TahfNkeskRerjf,Default Response Set,Anonymous,,,83.215.141.36,0,5/2/16 15:40,5/2/16 16:10,1,800010,1,1,1,,,,,,,,,,1,4,1,1,3,3,4,5,5,4,1,2,,6,7,3,2,5,1,1,1,6,6,1,7,3,7,7,7,7,5,3,6,7,7,7,3,3,7,1,4,7,5,6,2,7,6,2,2,3,6,6,1,,,,,,,,3,1,2,3,3,5,1,,,3,3,3,1,1,3,2,3,1,2,6,7,6,7,7,7,3,1,3,1,2,3,1,4,5,3,1,15,3,47.84939575,13.251297,-1
R_bpG0vLtNPy9DbVz,Default Response Set,Anonymous,,,80.110.117.91,0,5/2/16 16:15,5/2/16 16:26,1,800017,2,,1,,,,,,1,,,,,3,1,1,1,1,2,4,5,5,3,2,,7,7,2,4,7,1,3,3,4,5,1,7,4,5,6,5,6,1,4,7,6,7,7,2,5,4,1,6,5,7,5,2,7,6,1,4,4,4,2,2,,,,,,5,1,,,,,,,,,,3,3,3,1,3,3,2,3,1,4,4,5,6,7,7,4,3,3,3,5,6,4,2,4,5,3,1,8,5,48.20770264,16.37049866,-1
R_cuXjDYlSWIVFwUt,Default Response Set,Anonymous,,,77.2.134.174,0,5/2/16 16:33,5/2/16 16:34,1,400015,2,,1,,,,,,,,,,1,5,1,1,1,1,2,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.86270142,6.091598511,-1
R_3vZ4oGgmkOqUK0t,Default Response Set,Anonymous,,,89.247.35.167,0,5/2/16 16:33,5/2/16 16:35,1,400014,2,,1,,,,,,,,,,1,7,,1,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_23GuiXAdGNZikRL,Default Response Set,Anonymous,,,87.178.225.92,0,5/2/16 16:33,5/2/16 16:35,1,400012,2,,1,,,,,,,,,,1,4,3,1,1,2,3,4,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.76849365,9.938201904,-1
R_070QXA7QrYr5jP7,Default Response Set,Anonymous,,,2.243.216.27,0,5/2/16 16:34,5/2/16 16:43,1,400016,2,,1,,1,,,,,,,,,7,2,1,4,1,4,5,5,5,3,4,,7,7,4,2,7,1,1,2,7,7,1,7,2,6,7,7,5,6,2,7,6,6,7,7,4,7,1,3,1,1,7,2,7,4,2,2,4,6,6,1,,,,4,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,5,4,5,7,7,1,2,2,1,,47,2,51.58059692,7.659393311,-1
R_9mdZbZ2zc0si8nj,Default Response Set,Anonymous,,,88.117.98.33,0,5/2/16 16:41,5/2/16 16:50,1,800018,2,,1,,,,,,,,,,1,2,2,1,1,1,2,5,5,5,3,2,,7,6,5,5,7,7,3,6,7,5,5,6,5,6,5,6,7,6,6,7,7,6,7,5,2,5,4,7,5,6,6,2,6,6,6,3,5,6,6,1,,,,,,,,,,,,,,,3,1,1,2,1,2,2,1,2,1,1,5,,,,,,,2,2,3,1,1,2,1,4,4,,1,4,1,47.28329468,11.88330078,-1
R_3a7WgOPg5GeCc6x,Default Response Set,Anonymous,,,194.96.135.151,0,5/2/16 16:44,5/2/16 16:51,1,800019,2,,1,,,,,,,,,,1,4,2,1,1,1,1,5,5,5,3,2,,5,7,5,4,2,3,2,3,6,5,5,6,3,5,5,5,7,4,6,4,6,6,4,5,6,6,1,6,5,7,6,2,6,6,2,4,4,5,5,1,,3,1,,,,,,,,,,,,,,2,2,2,3,2,1,1,1,1,5,,,,,,,2,3,3,2,3,2,2,6,2,2,1,11,3,48.19999695,16.36669922,-1
R_eyYR4uBJxR5ECzP,Default Response Set,Anonymous,,,93.214.155.145,0,5/2/16 16:42,5/2/16 16:52,1,400017,2,,1,,,,,,,,,,1,8,4,3,3,4,4,5,5,5,5,4,,5,5,4,1,5,5,1,2,5,7,3,6,1,7,7,7,7,4,2,5,6,5,7,1,4,7,2,5,7,1,7,2,5,6,4,3,5,5,5,1,,,,,,,,2,1,2,2,2,7,1,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,5,3,1,,51,5,50.55000305,6.763397217,-1
R_82l9yClbm67NSTz,Default Response Set,Anonymous,,,213.162.68.108,0,5/2/16 16:49,5/2/16 16:58,1,800020,2,,1,,,,,,,,1,,,6,3,2,3,3,5,5,5,5,5,2,,7,6,2,2,6,2,1,1,3,7,2,2,3,5,5,7,1,3,3,5,5,7,4,7,3,7,1,7,7,1,5,2,5,5,5,5,2,5,3,1,,,,6,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,2,2,3,2,2,2,1,1,1,1,,37,2,48.19999695,16.36669922,-1
R_bJaLviJsYSiaRzn,Default Response Set,Anonymous,,,194.96.241.117,0,5/2/16 16:53,5/2/16 17:02,1,800021,2,,1,,,,,,,,,,1,7,1,1,3,1,3,5,5,5,3,2,,7,7,4,1,7,1,1,1,1,7,1,7,4,4,7,7,7,4,1,,4,7,7,1,1,7,4,4,7,7,7,2,7,7,4,4,4,7,7,1,,,,,,,,2,2,2,2,2,4,1,,,2,3,2,1,2,3,2,3,3,5,,,,,,,4,4,4,4,4,4,1,5,4,3,1,49,2,48.01669312,16.63330078,-1
R_3PJU4JI1zlNZY7b,Default Response Set,Anonymous,,,92.74.241.188,0,5/2/16 16:33,5/2/16 17:03,1,400013,2,,1,,,,,,,,,,1,4,2,1,1,1,2,5,4,5,3,4,,6,7,5,2,5,1,4,3,4,6,3,5,3,5,5,7,6,4,4,6,6,7,6,4,4,5,4,6,7,5,5,2,7,6,1,3,4,5,5,1,,6,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,1,1,2,1,1,2,2,1,5,2,1,12,5,49.00469971,8.385803223,-1
R_dmtr6hSGdGha1vL,Default Response Set,Anonymous,,,87.150.246.30,0,5/2/16 15:38,5/2/16 17:31,1,400011,2,,1,,,,,,,,,,1,5,2,2,1,2,2,5,5,5,3,4,,6,5,4,3,7,2,1,3,4,6,5,6,2,6,6,7,7,6,2,7,5,6,7,2,4,6,3,7,7,6,5,2,6,6,3,3,6,7,5,1,,,,,,7,1,,,,,,,,,,2,2,2,1,1,1,2,2,1,2,7,6,7,7,7,7,1,2,3,2,2,2,1,1,4,4,3,23,2,49.09669495,8.489593506,-1
R_6y4EIkckDYRIsfP,Default Response Set,Anonymous,,,84.176.82.169,0,5/2/16 17:38,5/2/16 17:39,1,400020,1,1,1,,,,,,,,,,1,5,1,1,1,1,2,5,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.96690369,14.87139893,-1
R_6nI42L2s9zBMZV3,Default Response Set,Anonymous,,,84.178.3.193,0,5/2/16 17:38,5/2/16 17:46,1,400019,2,,1,,,,,,,,,,1,5,2,1,2,1,3,5,5,5,3,4,,6,6,3,3,7,2,2,3,5,6,3,6,3,5,5,6,6,5,3,6,6,6,7,6,3,5,4,5,5,2,5,2,6,5,2,2,4,5,5,1,,,,,,,,,,,,,,,4,1,2,3,2,1,2,1,2,1,1,5,,,,,,,3,3,4,3,4,4,1,2,3,3,2,29,3,52.41670227,12.55000305,-1
R_3KJTdQ9Jj6dSY7P,Default Response Set,Anonymous,,,79.253.192.136,0,5/2/16 17:38,5/2/16 17:54,1,400018,2,,1,,,,,,,,,,1,4,2,1,1,1,1,5,5,5,1,4,,6,7,1,4,6,2,1,4,6,5,2,5,5,6,6,6,5,5,5,6,5,5,5,5,4,7,1,6,6,5,7,2,7,6,1,5,4,4,5,1,,,,,,,,,,,,,,,2,1,2,3,2,3,2,1,3,1,2,5,,,,,,,6,5,4,4,4,3,2,1,4,3,2,13,2,51.4855957,7.536605835,-1
R_248obqkhiIp9l1r,Default Response Set,Anonymous,,,88.69.190.144,0,5/2/16 18:37,5/2/16 18:38,1,400022,2,,1,,,,,,,,,,1,6,1,1,1,1,3,5,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12229919,8.680892944,-1
R_eFjynMFSRgiAqIB,Default Response Set,Anonymous,,,77.179.82.129,0,5/2/16 18:37,5/2/16 18:47,1,400021,2,,1,,,1,,,,,,,,3,1,1,2,1,5,5,5,5,3,4,,7,7,5,2,5,6,3,4,5,5,1,2,3,2,5,7,4,5,4,2,1,2,5,4,1,6,2,7,5,1,6,2,6,6,3,1,3,1,4,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,3,2,4,4,3,1,4,3,5,3,5,3,52.51669312,13.3999939,-1
R_9FhvXDn8oagOsbH,Default Response Set,Anonymous,,,87.163.213.241,0,5/2/16 18:54,5/2/16 18:55,1,400026,2,,2,,,,,,,,,,1,7,5,3,3,5,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19839478,6.841506958,-1
R_29OvAa2hAEWyTY1,Default Response Set,Anonymous,,,80.237.251.92,0,5/2/16 18:50,5/2/16 18:58,1,400025,2,,1,,,,,,,,,,1,4,2,1,1,2,1,5,5,5,2,4,,5,7,2,3,7,2,3,3,5,4,2,5,5,3,4,4,5,4,4,7,6,5,7,5,3,5,1,2,5,3,5,2,6,6,2,3,3,5,4,1,,,,3,1,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,3,7,7,7,7,7,7,2,2,2,2,2,2,2,4,1,1,,13,4,51.6499939,6.183303833,-1
R_8vT5EnYKoqjKvmB,Default Response Set,Anonymous,,,188.104.130.204,0,5/2/16 18:45,5/2/16 19:08,1,400024,2,,1,,,,,,,,,,1,4,2,1,3,2,5,5,5,5,2,4,,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,1,4,4,4,4,2,4,2,4,4,4,4,4,4,4,1,,,,,,,,3,3,4,3,3,4,1,,,2,1,2,2,1,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,1,12,3,49.5388031,8.575805664,-1
R_0D6dh2aiTSoJwbP,Default Response Set,Anonymous,,,84.114.20.133,0,5/2/16 19:06,5/2/16 19:17,1,800023,2,,1,,,,,,,,,,1,6,3,3,4,3,4,5,5,4,3,2,,6,7,3,2,5,2,2,2,7,6,2,3,5,5,5,7,7,5,3,3,7,6,6,2,4,6,1,3,6,1,6,2,6,6,3,2,3,6,5,1,,,,,,3,1,,,,,,,,,,2,1,2,1,2,1,2,1,1,5,,,,,,,4,4,4,3,3,3,1,6,3,2,2,34,2,48.23379517,16.2901001,-1
R_bOsITxMTgKpGYap,Default Response Set,Anonymous,,,217.87.1.39,0,5/2/16 19:46,5/2/16 19:47,1,400028,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.03329468,8.533294678,-1
R_8hRxAz0SNWutehD,Default Response Set,Anonymous,,,89.144.226.119,0,5/2/16 19:51,5/2/16 20:00,1,800024,2,,1,,,,,,,,,,1,6,2,1,3,1,3,5,5,5,3,2,,7,7,4,4,5,1,1,4,6,7,1,4,4,7,7,6,7,4,2,5,7,7,6,4,6,7,1,1,7,4,7,2,6,7,1,4,2,5,6,1,,,,,,,,3,2,3,3,3,4,1,,,3,3,3,3,3,3,2,3,1,4,7,7,7,7,7,7,4,4,4,4,4,4,2,1,4,1,,35,2,48.19999695,16.36669922,-1
R_cMfZplTZx0tWdqR,Default Response Set,Anonymous,,,178.142.115.249,0,5/2/16 20:00,5/2/16 20:06,1,400029,2,,1,,,,,,,,,,1,5,1,2,3,1,3,5,5,5,2,4,,2,6,6,2,6,3,2,4,4,6,3,4,3,5,6,7,5,7,2,6,6,6,6,5,2,6,4,7,6,4,6,2,5,5,6,3,6,7,5,1,,,,4,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,5,,,,,,,2,2,1,3,2,2,2,7,2,1,,21,3,53.10940552,8.781402588,-1
R_0APPtEMXKGvCwHb,Default Response Set,Anonymous,,,77.12.104.163,0,5/2/16 20:47,5/2/16 20:48,1,400030,2,,1,,,,,,,,,,1,6,2,2,1,2,1,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_6s3BeEF0vv5cKJ7,Default Response Set,Anonymous,,,213.162.68.195,0,5/2/16 20:47,5/2/16 20:49,1,800025,2,,1,,,,,,,,,,1,2,1,1,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19999695,16.36669922,-1
R_0D6fdYfQfy87wOh,Default Response Set,Anonymous,,,84.163.106.164,0,5/2/16 20:48,5/2/16 20:56,1,400031,2,,1,,,,,,,,1,,,6,2,1,1,1,4,5,5,5,3,4,,,,,,,,1,5,5,6,3,5,2,6,6,6,5,6,4,7,5,3,4,2,1,7,4,6,7,5,5,2,5,6,6,2,6,6,6,1,,5,1,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,5,,,,,,,1,1,1,1,1,1,2,1,4,2,2,33,5,51.50439453,7.616699219,-1
R_doIgFsiVQkP9Agt,Default Response Set,Anonymous,,,80.110.99.60,0,5/2/16 20:55,5/2/16 21:02,1,800026,2,,1,,,1,,,,,,,,3,3,3,3,4,2,5,5,5,3,2,,6,7,2,2,3,2,1,1,7,7,3,5,3,7,6,7,7,3,1,5,3,4,6,1,6,7,1,7,7,1,7,2,7,7,2,6,2,4,3,1,,,,,,1,1,,,,,,,,,,2,2,3,2,3,3,3,3,1,1,6,7,6,7,7,7,1,2,2,1,3,3,2,4,1,1,,7,3,48.23379517,16.2901001,-1
R_573RAHd97GmA7Wd,Default Response Set,Anonymous,,,88.71.180.185,0,5/2/16 21:41,5/2/16 21:44,1,400032,2,,1,,,,,,,,,,1,5,2,2,1,1,2,3,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.05769348,8.803604126,-1
R_9N5SIGoaaQpIYq9,Default Response Set,Anonymous,,,79.230.140.217,0,5/2/16 21:45,5/2/16 22:08,1,400033,2,,1,,,,,,,,,,1,6,4,2,4,1,4,5,5,5,4,4,,4,4,5,3,4,7,3,4,5,5,7,1,3,5,5,6,1,6,4,4,4,4,4,3,1,6,4,5,5,1,3,2,1,4,4,1,6,6,6,1,,,,,,,,,,,,,,,4,1,3,3,3,1,1,3,3,1,1,4,4,4,4,4,4,5,4,4,4,4,4,4,1,1,4,1,,33,4,49.86709595,8.349700928,-1
R_dnVSbkdofFsT3A9,Default Response Set,Anonymous,,,87.151.171.99,0,5/2/16 22:41,5/2/16 22:48,1,400036,2,,1,,,,,,,,,,1,5,3,3,1,3,4,5,5,5,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
