V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_0N6DYhpcg27SBCJ,Default Response Set,Anonymous,,,65.78.84.25,0,5/2/16 18:39,5/2/16 18:45,1,200036,2,,1,,,,,,,,,,1,8,3,3,1,4,4,5,5,5,4,9,,5,6,3,4,1,2,3,3,4,4,3,3,4,3,4,5,4,4,3,1,5,5,2,3,3,5,2,3,5,1,4,2,4,5,2,3,5,5,4,1,,4,,,,,,,,,,,,,,,4,1,2,1,2,2,1,2,2,1,2,5,,,,,,,2,2,3,2,3,3,2,5,6,2,1,39,56,5,,2,1,,,,,,,40.64149475,-75.2276001,-1
R_d4qWfNxsdv3xz9P,Default Response Set,Anonymous,,,23.112.243.22,0,5/2/16 18:40,5/2/16 18:48,1,200042,2,,1,,,,,,,,,,1,6,2,2,2,2,5,5,5,5,4,9,,4,3,4,4,5,4,3,3,3,5,4,3,4,4,3,4,4,5,4,4,3,4,4,4,5,3,4,5,4,4,4,4,4,4,3,5,3,4,4,1,,5,prosperity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.66999817,-96.6128006,-1
R_9HOtdjjSEbWvaFn,Default Response Set,Anonymous,,,172.102.215.5,0,5/2/16 18:43,5/2/16 18:48,1,200046,2,,1,,,,,,,,,,1,4,3,5,3,1,1,2,2,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.78059387,-80.18260193,-1
R_b7KbJsnYV0DAtXD,Default Response Set,Anonymous,,,173.164.45.129,0,5/2/16 18:39,5/2/16 18:48,1,200037,2,,1,,,,,,,,,,1,8,2,1,1,1,1,5,5,5,3,9,,5,6,3,3,6,3,2,5,4,7,5,2,3,5,6,6,5,4,2,5,6,5,7,3,4,6,3,3,6,1,5,2,5,6,3,3,3,5,5,1,,4,,,,,,5,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,3,3,1,5,4,2,1,6,54,7,co/me college,2,,,1,,,,,39.61480713,-104.9559021,-1
R_b2sZs56ZvEnt4Yl,Default Response Set,Anonymous,,,104.54.224.192,0,5/2/16 18:39,5/2/16 18:48,1,200040,2,,1,,,,,,,,,,1,5,1,1,1,1,3,5,5,5,3,9,,6,6,3,3,2,2,1,2,5,5,3,2,4,4,4,4,6,5,3,2,4,6,6,3,2,6,3,2,5,1,5,2,4,6,3,2,3,6,3,1,,1,,,,,,,,3,3,3,3,3,2,1,,,2,1,2,2,1,2,1,1,1,4,6,3,7,6,7,7,2,2,2,2,2,2,1,1,6,2,1,45,27,4,,2,1,,,,,,,30.44160461,-97.59860229,-1
R_djwg0WSWx9912Ad,Default Response Set,Anonymous,,,172.243.108.192,0,5/2/16 18:38,5/2/16 18:49,1,200031,2,,1,,,,,,,,1,,,7,4,3,5,2,5,5,5,5,5,9,,1,5,1,3,2,6,2,3,1,5,3,6,3,6,6,6,2,5,4,1,5,6,4,2,4,5,5,4,5,1,4,2,4,4,2,5,3,4,1,4,,1,,7,1,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,1,5,,,,,,,5,4,4,4,4,3,2,2,5,2,1,26,44,2,,2,1,,,,,,,37.75100708,-97.8219986,-1
R_1FawRDLuh43hLOR,Default Response Set,Anonymous,,,23.112.243.22,0,5/2/16 18:41,5/2/16 18:50,1,200042,2,,1,,,,,,,,,,1,6,2,2,2,2,5,5,5,5,3,9,,4,3,4,3,4,4,4,5,4,4,3,4,4,3,5,4,4,5,3,3,4,4,4,4,4,4,4,4,5,4,3,4,4,3,5,4,4,4,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.66999817,-96.6128006,-1
R_esTpFKWFvNzfO7z,Default Response Set,Anonymous,,,73.33.140.130,0,5/2/16 18:43,5/2/16 18:50,1,200045,2,,1,,,,,,,,,,1,5,1,1,2,1,1,5,5,5,2,9,,6,6,6,5,6,3,5,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,5,6,6,6,,6,2,6,6,5,6,6,6,6,2,,1,,,,3,1,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,6,2,2,33,27,4,,2,1,,,,,,,39.48989868,-74.47730255,-1
R_brBnj4V0RLGzTnv,Default Response Set,Anonymous,,,71.30.237.81,0,5/2/16 18:37,5/2/16 19:00,1,200026,2,,1,,,,,,,,,,1,7,3,1,4,5,4,5,5,5,4,9,,5,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,3,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,1,,5,local,,,,,,,,,,,,,,5,1,3,3,3,1,1,3,2,3,1,4,4,3,3,4,3,4,3,3,3,3,3,3,2,5,2,2,1,39,47,5,,2,1,,,,,,,40.80760193,-79.42199707,-1
R_2gCFWSezTwo7ISF,Default Response Set,Anonymous,,,68.46.141.229,0,5/2/16 19:41,5/2/16 19:48,1,200047,2,,1,,,,,,,,,,1,7,2,2,2,2,3,5,5,5,3,9,,5,6,3,3,6,3,3,3,4,5,3,5,4,4,5,5,6,3,3,6,3,5,5,3,4,5,5,5,5,4,5,2,5,5,4,3,2,4,4,1,,2,,,,7,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,2,4,5,5,5,5,5,2,3,3,4,3,3,1,5,6,2,1,23,49,3,,2,,,,,,1,black,42.37620544,-82.95410156,-1
R_417MJTl414XdKjr,Default Response Set,Anonymous,,,173.234.216.123,0,5/2/16 20:39,5/2/16 20:39,1,200050,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75160217,-84.39150238,-1
R_0Omlf3uH1XMhFFb,Default Response Set,Anonymous,,,128.90.94.52,0,5/2/16 20:39,5/2/16 20:40,1,200051,2,,1,,,,,,,,,,1,4,2,3,2,1,1,3,1,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74209595,-74.00180054,-1
R_cYFEb9mPbUOKOnH,Default Response Set,Anonymous,,,207.244.86.77,0,5/2/16 20:38,5/2/16 20:41,1,200049,2,,1,,,,,,,,,,1,5,2,3,2,2,2,2,2,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.79319763,-77.53659821,-1
R_4ZytK27Invx9jmJ,Default Response Set,Anonymous,,,206.226.72.198,0,5/2/16 20:41,5/2/16 20:42,1,200058,2,,1,,,,,,,,,,1,4,2,2,1,1,2,1,2,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.75900269,-88.2614975,-1
R_bd5gJfCk6WIkqDX,Default Response Set,Anonymous,,,162.194.118.95,0,5/2/16 20:41,5/2/16 20:43,1,200059,2,,1,,,,,,,,,,1,7,5,3,3,4,3,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.17370605,-94.08000183,-1
R_eEFpqTgadI52Wax,Default Response Set,Anonymous,,,100.37.170.120,0,5/2/16 20:39,5/2/16 20:43,1,200053,2,,1,,,,,,,,,,1,2,3,1,1,1,1,5,5,5,2,9,,6,7,2,3,5,1,3,4,6,5,2,5,4,4,5,4,6,5,4,4,5,6,4,4,3,5,3,3,5,4,5,2,7,7,2,2,2,6,4,3,,1,,,,,,3,1,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,3,2,3,3,2,3,2,4,6,3,1,33,4,4,,2,1,,,,,,,40.68089294,-73.98049927,-1
R_d1otJW8EC0dFFbv,Default Response Set,Anonymous,,,23.27.45.44,0,5/2/16 20:42,5/2/16 20:43,1,200062,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77430725,-80.1937027,-1
R_cLKY3mUyGIlBfW5,Default Response Set,Anonymous,,,24.0.192.233,0,5/2/16 20:38,5/2/16 20:46,1,200048,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,5,2,9,,5,7,6,5,7,3,3,5,3,5,5,7,4,5,6,5,7,7,3,7,6,7,5,5,2,7,7,7,6,6,6,2,6,7,7,1,7,7,7,1,,1,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,1,3,2,2,3,1,1,4,5,3,31,15,4,,2,,,1,,,,,39.95239258,-75.08840179,-1
R_8e3SnEQVvbp5aVT,Default Response Set,Anonymous,,,107.15.73.212,0,5/2/16 20:41,5/2/16 20:47,1,200056,2,,1,,,,,,,,,,1,4,3,3,2,2,3,2,4,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.75090027,-78.77890015,-1
R_0TAsEPiEbzqyxFj,Default Response Set,Anonymous,,,98.17.116.4,0,5/2/16 20:42,5/2/16 20:47,1,200061,2,,1,,,,,,,,,,1,5,2,1,1,1,1,5,5,5,2,9,,7,6,7,7,7,7,,6,7,7,6,7,6,6,6,6,7,7,6,6,6,7,7,7,6,6,7,7,7,6,7,6,6,6,6,7,6,7,6,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.97920227,-81.2589035,-1
R_7X03sBxOHaggFbD,Default Response Set,Anonymous,,,199.241.146.104,0,5/2/16 20:47,5/2/16 20:48,1,200068,2,,1,,,,,,,,,,1,4,1,1,1,1,2,2,3,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04859924,-118.4423981,-1
R_3eBE8dE4VHwBx9b,Default Response Set,Anonymous,,,23.27.45.135,0,5/2/16 20:48,5/2/16 20:49,1,200069,2,,1,,,,,,,,,,1,4,1,1,2,1,2,2,2,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77430725,-80.1937027,-1
R_eDUzXot2UZpYpkF,Default Response Set,Anonymous,,,24.145.41.5,0,5/2/16 20:41,5/2/16 20:50,1,200057,2,,1,,1,,,,,,,,,6,1,1,2,2,4,5,5,5,3,9,,5,5,1,1,2,5,2,2,5,7,2,5,2,5,5,5,4,5,2,6,5,5,7,2,2,7,4,5,7,3,7,2,5,5,5,7,5,5,5,1,,3,,,,5,1,,,,,,,,,,,,3,1,3,1,3,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,6,2,1,11,33,5,,2,,1,,,,,,33.44830322,-81.69210052,-1
R_8cB3YfOSIOoC5ud,Default Response Set,Anonymous,,,66.119.96.100,0,5/2/16 20:40,5/2/16 20:50,1,200055,2,,1,,,,,,,,,,1,3,2,2,3,2,3,5,5,5,3,9,,4,5,4,4,6,4,4,5,4,2,4,7,5,4,4,4,5,5,3,5,4,3,5,4,2,3,5,6,3,4,5,2,3,4,5,2,5,5,4,1,,1,,,,,,3,1,,,,,,,,,,2,1,2,1,1,2,1,1,2,5,,,,,,,2,2,3,3,4,3,2,4,4,3,1,10,5,3,,2,1,,,,,,,34.9434967,-83.90630341,-1
R_3r5CRLRp2z716q9,Default Response Set,Anonymous,,,128.8.152.9,0,5/2/16 20:43,5/2/16 20:50,1,200065,2,,1,,1,,,,,,,,,7,1,1,2,1,3,5,5,5,3,9,,7,6,6,5,7,6,2,5,6,6,3,6,5,5,5,5,7,5,3,7,5,5,7,5,4,4,2,2,6,2,5,2,6,6,5,3,5,5,3,3,,2,,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,6,5,6,6,6,6,2,2,2,2,1,1,2,2,1,2,1,21,49,4,,2,1,,,,,,,39.00120544,-76.93170166,-1
R_9n7BPM99M3JcnHv,Default Response Set,Anonymous,,,24.63.205.143,0,5/2/16 20:40,5/2/16 20:53,1,200054,2,,1,,,,,,,,,,1,8,3,1,2,2,3,5,5,5,3,9,,5,6,4,6,7,3,5,5,5,2,4,5,6,2,2,2,7,4,5,5,6,4,4,5,2,2,6,6,3,3,3,2,3,7,4,2,5,6,5,1,,2,,,,,,,,,,,,,,,3,1,2,1,3,2,1,3,1,1,1,4,2,1,4,2,4,4,3,2,4,2,3,4,2,5,6,2,1,7,55,5,,2,1,,,,,,,41.456604,-72.81030273,-1
R_8dz31SwhI27dMyN,Default Response Set,Anonymous,,,24.112.58.107,0,5/2/16 20:46,5/2/16 20:54,1,200066,2,,1,,,,,,,,,,1,4,2,2,2,1,2,5,5,5,2,9,,7,7,1,3,5,2,2,2,5,6,2,2,3,5,6,5,7,5,3,6,7,7,7,5,2,5,1,3,6,5,6,2,6,7,1,5,2,5,5,1,,2,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,3,5,,,,,,,3,2,3,3,2,2,2,6,1,2,1,19,16,2,,2,1,,,,,,,30.24130249,-93.26899719,-1
R_eFNG2HKkYe7Qc0R,Default Response Set,Anonymous,,,71.92.78.74,0,5/2/16 20:43,5/2/16 20:54,1,200064,2,,1,,,,,,,,,,1,5,3,1,2,3,4,5,5,5,2,9,,5,5,3,2,7,2,3,3,7,3,2,6,3,4,4,4,5,3,4,7,3,5,3,5,3,4,2,4,4,6,5,2,5,6,1,4,4,5,2,2,,1,,,,,,,,2,3,2,3,2,2,1,,,2,3,2,1,2,1,3,1,2,3,4,4,7,5,5,6,2,2,4,2,3,3,2,1,7,2,1,5,23,5,,2,1,,,,,,,34.10809326,-118.2286987,-1
R_3PisrUXcLT2HHJX,Default Response Set,Anonymous,,,69.244.253.125,0,5/2/16 20:55,5/2/16 20:58,1,200078,2,,2,,,,,,,,,,1,8,2,2,3,2,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.53410339,-81.16470337,-1
R_eb2Zd3J5DCbn5Rj,Default Response Set,Anonymous,,,68.0.44.55,0,5/2/16 20:50,5/2/16 20:58,1,200072,2,,1,,1,,,,,,,,,4,2,1,1,3,2,5,5,5,3,9,,6,5,5,5,7,4,3,3,6,5,5,5,3,5,5,5,6,6,4,7,5,5,7,5,3,5,7,6,5,6,4,2,5,7,5,1,5,6,5,1,,4,,,,,,3,1,,,,,,,,,,2,1,2,2,2,2,1,1,1,4,5,5,5,5,5,5,2,2,3,3,2,2,2,1,3,1,,48,10,4,,2,1,,,,,,,36.88879395,-76.30570221,-1
R_6xs6CzXN3uvvv6d,Default Response Set,Anonymous,,,147.129.140.99,0,5/2/16 20:57,5/2/16 20:58,1,200082,2,,1,,1,,,,,,,,,8,4,1,1,1,3,5,4,4,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.40719604,-76.51589966,-1
R_6Ve6jjrOY3gBXJH,Default Response Set,Anonymous,,,204.147.221.11,0,5/2/16 20:55,5/2/16 20:59,1,200077,2,,2,,,1,,,,,,,,3,5,5,3,5,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4828949,-122.2171021,-1
R_78LkN4zpVSHNt3v,Default Response Set,Anonymous,,,50.147.216.121,0,5/2/16 20:48,5/2/16 21:00,1,200070,2,,1,,,,,,,,,,1,8,3,3,3,3,4,5,5,5,3,9,,3,6,1,2,5,2,1,1,1,7,4,3,1,5,7,7,2,6,7,6,4,5,4,7,4,6,7,4,6,1,7,2,4,7,4,6,5,6,6,1,,4,,,,,,,,,,,,,,,4,1,2,2,3,2,1,3,1,1,1,2,3,2,3,3,4,4,3,2,2,3,1,2,1,5,3,2,1,11,54,3,,2,,1,,,,,,33.58470154,-84.27100372,-1
R_aVQN8NLBaPvwQ8B,Default Response Set,Anonymous,,,104.238.136.117,0,5/2/16 21:01,5/2/16 21:02,1,200088,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.81239319,-80.24009705,-1
R_2rYvwm52GmTVMSV,Default Response Set,Anonymous,,,99.126.121.98,0,5/2/16 20:47,5/2/16 21:02,1,200067,2,,1,,,,,,,,,,1,8,2,1,3,2,5,5,5,5,4,9,,5,6,6,4,7,3,1,5,6,7,5,2,5,4,5,5,7,6,4,5,,5,7,4,3,5,7,7,6,1,6,2,5,7,4,4,6,7,5,1,,1,,,,,,,,,,,,,,,4,1,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,3,1,1,1,2,5,2,2,1,34,51,2,,2,,1,,,,,,35.186203,-80.74790192,-1
R_4TRPf2O3mRiBnrT,Default Response Set,Anonymous,,,24.158.154.174,0,5/2/16 20:49,5/2/16 21:02,1,200071,2,,1,,,,,,,,,,1,8,4,3,4,4,4,5,5,5,4,9,,6,6,2,4,4,2,3,3,6,6,2,2,4,5,5,5,6,2,3,3,6,6,6,3,5,5,4,3,5,2,6,2,6,7,2,5,1,4,4,1,,1,,,,4,1,,,,,,,,,,,,2,1,3,2,3,3,3,3,1,4,4,3,4,4,4,4,4,4,4,3,4,3,2,5,1,2,1,44,56,3,,2,1,,,,,,,35.52059937,-86.07029724,-1
R_0oz8VFyyEK0P2UR,Default Response Set,Anonymous,,,99.8.205.130,0,5/2/16 20:56,5/2/16 21:03,1,200079,2,,1,,,,,,,,,,1,4,3,3,5,3,5,5,5,5,3,9,,4,6,4,1,2,2,1,1,4,7,2,2,1,7,7,7,6,4,1,4,2,6,6,1,4,7,2,2,7,2,7,2,7,6,4,2,2,6,4,1,,1,,,,,,1,1,,,,,,,,,,2,2,2,2,1,2,2,1,1,3,7,7,7,7,7,7,5,4,5,4,4,4,2,1,1,1,,15,14,2,,2,1,,,,,,,39.67889404,-86.12760162,-1
R_8pm4LkbpdYw8pcF,Default Response Set,Anonymous,,,24.181.126.182,0,5/2/16 20:57,5/2/16 21:03,1,200083,2,,1,,,,,,,,,,1,4,3,3,3,3,3,5,5,5,3,9,,5,5,5,5,6,5,2,3,3,5,5,5,3,3,3,5,6,5,5,5,5,5,5,5,3,5,3,5,5,3,5,2,5,5,5,2,5,6,5,1,,1,,3,1,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,5,,,,,,,3,3,3,3,3,3,1,1,4,2,1,1,18,4,,2,1,,,,,,,33.80110168,-87.27980042,-1
R_do1WwKzjqQhRgX3,Default Response Set,Anonymous,,,107.77.168.50,0,5/2/16 20:52,5/2/16 21:05,1,200073,2,,1,,,,,,,,,,1,3,4,2,2,2,5,5,5,5,4,9,,4,5,4,4,7,3,2,4,4,5,4,4,4,3,5,5,7,5,4,7,4,6,6,3,5,6,3,5,5,5,6,2,4,6,3,2,4,6,6,1,,5,,,,,,,,3,3,3,3,3,2,1,,,1,2,2,1,1,1,2,1,1,5,,,,,,,1,3,4,4,2,4,2,2,1,2,2,1,7,2,,2,1,,,,,,,37.75100708,-97.8219986,-1
R_5mZ1DdXxxKNuDnD,Default Response Set,Anonymous,,,68.14.164.38,0,5/2/16 20:57,5/2/16 21:06,1,200081,2,,1,,,,,,,1,,,,8,2,1,2,2,2,5,5,5,2,9,,5,5,1,1,5,2,1,5,4,7,1,3,1,7,7,7,7,5,2,5,7,7,7,2,2,7,2,7,7,4,7,2,6,7,3,3,5,6,6,1,,2,,,,3,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,3,3,3,4,3,3,2,2,2,3,2,2,1,1,4,1,,37,54,2,,2,1,,,,,,,36.14689636,-95.85389709,-1
R_bEfVTgOfNEgQpF3,Default Response Set,Anonymous,,,107.170.27.133,0,5/2/16 21:03,5/2/16 21:07,1,200089,2,,1,,,,1,,1,,1,,,4,1,1,1,1,1,2,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.71429443,-74.0059967,-1
R_6sSDnIf3qWxKGyN,Default Response Set,Anonymous,,,71.28.184.159,0,5/2/16 20:42,5/2/16 21:07,1,200063,1,1,1,,,,,,,,,,1,7,2,1,1,1,1,5,5,5,3,9,,5,5,6,5,7,3,5,5,2,6,5,6,5,4,7,4,6,7,5,7,6,7,7,4,7,4,5,6,4,5,4,2,5,7,4,1,7,7,7,1,,2,,,,,,,,2,2,2,2,2,4,1,,,2,1,2,1,1,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,11,48,3,,2,1,,,,,,,34.62219238,-83.7901001,-1
R_42bkbEQR5GZoCKF,Default Response Set,Anonymous,,,23.238.160.210,0,5/2/16 21:01,5/2/16 21:09,1,200087,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,2,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1072998,-118.3719025,-1
R_5i5w2TrgeIr5Q8J,Default Response Set,Anonymous,,,64.222.232.156,0,5/2/16 20:56,5/2/16 21:11,1,200080,2,,1,,1,,,,,,,,,8,2,2,1,3,3,5,5,5,3,9,,5,6,4,2,4,2,2,2,4,6,2,3,1,6,7,7,6,5,1,5,6,6,7,2,6,7,4,7,7,1,7,2,6,4,3,3,2,4,4,1,,4,,,,,,,,2,3,2,2,2,4,1,,,2,3,2,3,1,3,2,3,1,5,,,,,,,4,5,4,4,4,4,1,5,3,2,1,30,51,2,,2,1,,,,,,,44.28419495,-71.68689728,-1
R_dnFYgnC1xLjiR8N,Default Response Set,Anonymous,,,207.244.90.73,0,5/2/16 21:08,5/2/16 21:13,1,200091,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.79319763,-77.53659821,-1
R_1BNanCoRife9kXz,Default Response Set,Anonymous,,,50.141.98.194,0,5/2/16 21:06,5/2/16 21:14,1,200090,2,,1,,,,,,,,,1,,6,1,1,1,1,1,5,5,5,1,9,,7,7,2,1,7,1,1,2,7,7,1,4,1,2,7,2,5,7,1,4,6,6,6,2,3,6,1,1,6,3,4,2,7,7,1,7,1,7,6,2,,4,,,,,,,,,,,,,,,7,1,3,3,3,3,1,3,2,3,1,1,7,7,7,7,7,7,1,1,1,1,2,1,1,1,7,1,,38,40,4,,2,1,,,,,,,45.54789734,-122.5014954,-1
R_0rBAS2PVG0dugKN,Default Response Set,Anonymous,,,199.231.208.115,0,5/2/16 21:41,5/2/16 21:43,1,200092,1,1,1,,,,,,,,,,1,4,1,2,1,2,2,1,1,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.92880249,-87.63150024,-1
R_3OEq3cuSaInwPxX,Default Response Set,Anonymous,,,50.118.145.71,0,5/2/16 21:43,5/2/16 21:46,1,200096,2,,1,,,,,,,,,,1,5,1,1,1,1,1,1,1,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77430725,-80.1937027,-1
R_0CmVLo08DwqR8nb,Default Response Set,Anonymous,,,71.115.84.101,0,5/2/16 21:47,5/2/16 21:48,1,200102,2,,1,,,1,,,,,,,,3,4,3,3,4,4,5,4,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.93469238,-78.58670044,-1
R_a3mt6a1jPuJDnoN,Default Response Set,Anonymous,,,72.0.186.15,0,5/2/16 21:41,5/2/16 21:48,1,200093,2,,1,,,,,,,,,,1,7,3,4,3,4,5,5,5,5,3,9,,4,5,3,4,4,4,4,4,4,4,3,3,4,4,4,4,6,5,4,2,4,5,4,4,4,5,3,4,4,1,4,2,4,6,3,3,3,5,5,1,,2,,,,,,,,,,,,,,,4,1,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,6,1,1,,38,43,3,,2,1,,,1,,,,44.26280212,-121.226799,-1
