V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,RID
R_d0GuPbFnicwOJ7v,Default Response Set,Anonymous,,,69.126.212.83,0,5/4/2016 22:37,5/4/2016 22:49,1,201895,2,,1,,,,,,,,,,1,3,2,1,3,3,1,5,5,5,3,9,,1,7,5,3,5,2,3,3,2,6,1,7,2,4,5,6,7,7,1,6,5,7,6,4,2,4,4,7,4,7,4,2,6,7,4,1,7,7,7,7,Stop and Shop,5,Chase,2,1,,,,,,,,,,,,,,2,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,4,4,4,4,4,4,2,4,2,2,1,33,8,7,Some College,1,,,,,,1,Salvadorian ,40.93339539,-73.75630188,-1,
R_dclcsmPFvOpb54N,Default Response Set,Anonymous,,,38.103.14.203,0,5/4/2016 23:32,5/4/2016 23:38,1,201910,2,,1,,,,,,,,,,1,5,1,1,2,1,1,5,5,5,2,9,,6,6,7,5,7,1,1,5,5,6,5,7,5,5,5,6,7,6,1,7,7,5,7,6,1,6,4,6,6,6,5,2,6,7,1,1,6,7,7,2,,1,,7,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,1,2,6,7,7,6,7,7,2,1,2,1,2,2,1,1,5,3,2,48,21,4,,1,1,,,,,,,40.72520447,-73.98020172,-1,
R_4HNOURxENXLyj5P,Default Response Set,Anonymous,,,70.95.71.20,0,5/4/2016 23:57,5/5/2016 0:15,1,201913,2,,1,,,,,,,,,,1,7,1,2,3,1,2,5,5,4,3,9,,7,7,2,4,1,1,4,4,7,4,3,1,4,4,5,5,6,6,4,1,6,6,4,5,1,5,1,1,5,1,5,2,7,7,1,1,5,6,5,3,,2,,3,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,3,3,4,3,3,2,2,1,4,3,3,4,1,1,5,2,1,5,41,4,,2,,,1,,,,,32.95700073,-117.1978989,-1,
R_3PgymGPjuwMFNkx,Default Response Set,Anonymous,,,136.183.27.44,0,5/5/2016 5:26,5/5/2016 5:36,1,201950,2,,1,,,,,,,,,,1,7,1,2,3,5,3,5,5,5,5,9,,1,2,4,2,3,6,1,1,1,6,2,1,2,7,5,5,5,3,1,4,4,3,5,1,5,6,4,6,5,1,5,2,1,5,3,3,5,5,5,1,,2,,5,1,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,1,5,,,,,,,1,1,4,3,3,2,2,1,4,1,,33,43,2,,2,1,,,,,,,42.91969299,-78.87789917,-1,
R_agZAsL50P2lKwiV,Default Response Set,Anonymous,,,23.27.45.149,0,5/5/2016 5:48,5/5/2016 6:21,1,201952,2,,1,,,,,,,,,,1,6,2,1,1,1,2,5,5,3,2,9,,2,7,2,5,6,2,2,2,2,2,6,7,5,2,2,2,7,6,2,6,6,1,7,5,1,6,3,6,5,7,1,2,6,6,1,7,3,6,6,3,,1,,2,1,,,,,,,,,,,,,,1,2,2,2,2,1,2,1,1,5,,,,,,,2,1,2,1,1,1,2,1,5,6,2,48,34,5,,2,1,,,,,,,25.77430725,-80.1937027,-1,
R_eqTZtrYIIkmDhDn,Default Response Set,Anonymous,,,73.207.193.145,0,5/5/2016 8:51,5/5/2016 8:57,1,201972,2,,1,,,,,,,,,,1,5,3,1,1,1,2,5,5,5,3,9,,6,7,2,2,7,1,1,2,5,6,1,6,3,5,6,6,7,5,1,6,5,7,7,2,4,6,3,7,6,5,7,2,6,7,1,3,3,5,2,1,,1,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,1,7,7,7,7,7,7,3,3,3,3,2,2,2,3,4,4,3,11,22,5,,2,1,,,,,,,34.13299561,-84.30049896,-1,
R_3PmMuqBM52nsuCV,Default Response Set,Anonymous,,,206.225.107.206,0,5/5/2016 9:32,5/5/2016 9:38,1,201987,2,,1,,1,,,,,,,,,3,1,1,2,1,2,5,5,5,3,9,,5,7,6,3,7,1,4,3,6,7,3,6,1,2,7,5,7,5,1,7,6,7,7,1,4,7,4,6,7,7,7,2,7,7,3,2,1,6,4,3,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,2,3,4,7,2,4,2,1,,39,10,4,,2,1,,,,,,,41.07150269,-75.12779999,-1,
R_esQFe09B5zhTI8t,Default Response Set,Anonymous,,,173.89.37.151,0,5/5/2016 9:56,5/5/2016 10:08,1,201997,2,,1,,,,,,,,,,1,7,1,1,1,1,2,5,5,5,3,9,,2,6,2,3,7,5,4,3,4,2,2,4,3,3,4,5,6,5,4,7,3,4,4,3,2,2,2,6,5,5,2,2,2,6,2,1,3,7,3,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,3,5,4,5,2,2,2,4,2,1,51,50,2,,2,1,,,,,,,42.93699646,-87.99810028,-1,
R_01wqvCOhaUL6y8Z,Default Response Set,Anonymous,,,173.76.37.11,0,5/5/2016 11:26,5/5/2016 11:35,1,202023,2,,1,,1,,,,,,,,,7,3,2,2,2,2,5,5,5,3,9,,,,,,,,2,4,4,5,5,2,4,5,4,5,3,4,3,3,6,5,6,5,6,5,5,3,6,2,6,2,5,6,5,4,5,6,6,1,,2,,5,1,,,,,,,,,,,,,,2,2,2,2,1,2,3,3,1,4,5,3,5,5,5,4,2,2,3,3,2,2,1,5,4,2,1,22,50,4,,2,1,,,,,,,41.76359558,-70.71600342,-1,
R_1LjUuXpAybTDBLD,Default Response Set,Anonymous,,,71.203.163.204,0,5/5/2016 10:40,5/5/2016 12:08,1,202011,2,,1,,,,,,,,,,1,7,2,1,2,2,3,5,5,5,4,9,,6,7,5,5,5,6,2,2,6,3,4,3,5,3,5,3,6,6,3,6,5,6,6,3,5,6,6,6,5,2,5,2,6,5,5,3,3,6,5,3,,4,,6,1,,,,,,,,,,,,,,2,3,3,1,2,1,3,1,1,5,,,,,,,2,2,2,2,2,2,2,1,2,1,,10,43,3,,2,1,,,,,,,30.3401947,-81.86319733,-1,
R_0HCh1XkJHTm6vGZ,Default Response Set,Anonymous,,,50.245.167.254,0,5/5/2016 11:46,5/5/2016 12:09,1,202029,2,,1,,1,,,,,,,,,3,2,4,4,3,5,5,5,5,5,9,,3,6,6,5,6,3,3,3,3,3,4,5,4,4,4,4,4,4,4,6,4,3,7,3,3,5,3,5,7,4,6,2,5,5,5,5,5,5,5,1,,2,,2,1,,,,,,,,,,,,,,2,3,2,1,1,3,3,1,3,5,,,,,,,2,1,1,1,2,2,2,1,2,3,2,5,9,4,,1,1,,,,,,,38.02670288,-121.3012009,-1,
R_0OoeYDivds5TM7H,Default Response Set,Anonymous,,,64.203.33.177,0,5/5/2016 12:55,5/5/2016 13:00,1,202058,2,,1,,1,,,,,,,,,7,4,1,2,1,1,5,5,5,3,9,,7,6,2,4,6,1,3,3,5,4,3,1,4,5,5,5,7,6,4,5,6,6,5,4,2,5,4,3,5,1,5,2,6,7,1,2,4,6,5,1,,4,,5,1,,,,,,,,,,,,,,3,3,3,3,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,1,1,4,2,1,5,43,4,,2,1,,,,,,,34.0355072,-118.4297943,-1,
R_dmTBAPMOIS5rGW9,Default Response Set,Anonymous,,,50.233.2.50,0,5/5/2016 13:32,5/5/2016 13:38,1,202069,2,,1,,,1,,,,,,,,7,3,3,1,4,3,5,5,5,3,9,,1,2,1,6,2,7,4,4,1,2,7,1,6,1,1,2,1,1,6,4,1,4,4,5,4,4,4,6,5,1,2,2,1,6,6,2,6,6,4,1,,2,,1,1,,,,,,,,,,,,,,2,1,3,2,1,3,1,3,1,4,1,1,1,1,1,1,5,4,4,4,4,1,1,2,8,1,,45,47,6,,2,1,,,,,,,29.54469299,-95.33699799,-1,
R_3wvanYb6y0yL4hv,Default Response Set,Anonymous,,,68.34.147.78,0,5/5/2016 13:57,5/5/2016 14:05,1,202084,2,,1,,,,,,,1,,,,7,2,2,3,2,3,5,5,5,1,9,,7,7,1,5,7,1,1,4,7,4,1,7,3,4,5,5,7,3,4,7,7,7,6,3,5,5,2,5,5,6,4,2,7,7,1,2,1,5,5,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,4,4,4,4,4,5,4,4,5,5,4,3,2,3,7,2,1,44,45,7,some college; no degree,2,1,,,,,,,35.04859924,-85.15499878,-1,
R_2bP15k9b6QZREWx,Default Response Set,Anonymous,,,107.72.97.114,0,5/5/2016 13:57,5/5/2016 14:08,1,202083,2,,1,,,,,,,,,,1,7,3,1,2,3,3,5,5,5,3,9,,6,7,2,5,6,1,3,5,6,5,4,5,5,3,5,5,7,5,5,6,6,6,5,5,5,5,1,2,5,3,5,2,7,7,1,4,2,6,2,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,2,2,3,2,2,3,2,2,3,3,3,2,2,6,1,1,,5,44,3,,2,1,,,,,,,33.77389526,-117.9414978,-1,
R_0ia9Swf3182soFD,Default Response Set,Anonymous,,,97.76.202.74,0,5/5/2016 14:35,5/5/2016 14:49,1,202102,2,,1,,,,,,,,,,1,6,1,1,2,1,2,5,5,5,3,9,,2,5,3,1,7,6,2,2,2,6,5,6,2,6,6,6,3,3,2,6,5,5,6,2,3,7,5,6,7,6,7,2,2,6,5,4,6,5,4,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,4,4,4,4,4,1,1,4,6,5,10,31,4,,2,1,,,,,,,27.97309875,-82.4937973,-1,
R_0ld5yJ5N2BdkYsJ,Default Response Set,Anonymous,,,172.74.183.19,0,5/5/2016 14:50,5/5/2016 14:54,1,202110,2,,1,,,,,,,,,,1,4,1,1,2,1,1,5,5,5,2,9,,6,6,2,2,3,3,1,2,6,6,2,3,3,6,6,6,7,3,2,4,7,6,4,2,6,7,3,6,4,4,7,2,6,7,4,4,5,3,3,1,,2,,4,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,3,4,4,4,4,1,4,1,2,1,34,16,2,,2,1,,,1,,,,34.9644928,-78.74169922,-1,
R_6hrVkTchkoCoiJD,Default Response Set,Anonymous,,,12.104.97.211,0,5/5/2016 15:01,5/5/2016 15:10,1,202126,2,,1,,,,,1,,,,,,4,1,2,2,3,2,5,5,5,3,9,,5,6,5,2,7,3,2,2,5,6,3,2,2,6,5,6,7,4,2,6,6,6,7,2,3,7,4,7,6,4,7,2,5,6,2,5,1,5,2,1,,1,,4,1,,,,,,,,,,,,,,2,3,2,2,1,1,1,1,3,5,,,,,,,2,3,3,3,3,2,2,1,6,2,1,8,14,2,,2,1,,,,,,,37.75100708,-97.8219986,-1,
R_74ndjAo4bsQJW61,Default Response Set,Anonymous,,,99.90.216.49,0,5/5/2016 14:58,5/5/2016 15:13,1,202120,2,,1,,,,,,,,,,1,8,2,1,2,2,3,5,5,5,2,9,,3,7,1,2,4,5,1,1,3,7,2,2,3,6,6,6,7,5,5,3,5,5,5,3,4,5,3,4,5,2,3,2,5,7,1,3,2,5,1,3,,4,,5,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,1,4,6,6,6,6,6,7,3,3,4,4,4,4,2,5,3,2,1,15,64,2,,2,1,,,,,,,40.55839539,-85.65910339,-1,
R_blaoUDbdsKQLhjf,Default Response Set,Anonymous,,,207.157.12.130,0,5/5/2016 15:17,5/5/2016 15:23,1,202144,2,,1,,1,,,,,,1,,,7,2,1,1,1,3,5,5,5,4,9,,4,5,4,4,7,4,4,4,4,4,4,5,4,4,4,4,6,4,4,2,4,4,6,4,4,4,4,5,4,1,4,2,4,4,4,3,4,4,4,7,Aldi,4,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,1,1,1,1,1,1,2,1,5,2,1,1,43,3,,2,1,,,,,,,34.03790283,-85.8105011,-1,
R_1Nb3ZDnN3CY7RU9,Default Response Set,Anonymous,,,104.137.16.100,0,5/5/2016 15:12,5/5/2016 15:23,1,202135,2,,1,,,,,,,,,,1,7,3,2,2,1,3,5,5,5,3,9,,2,2,4,4,5,6,1,5,3,4,4,3,4,4,5,5,2,5,3,4,2,3,5,2,4,6,5,4,5,2,4,2,,,,,,,,1,,2,,3,1,,,,,,,,,,,,,,1,2,1,2,2,1,3,1,1,4,4,3,4,3,4,4,2,2,2,2,2,3,2,5,4,2,1,1,49,4,,2,1,,,,,,,32.49710083,-86.14810181,-1,
R_37Rt8ggpWwlphDT,Default Response Set,Anonymous,,,108.131.119.150,0,5/5/2016 15:49,5/5/2016 15:57,1,202163,2,,1,,,1,,,,,,,,7,3,2,2,3,5,5,5,5,3,9,,7,7,1,1,2,1,1,1,7,7,1,1,1,7,7,7,7,3,1,5,7,7,7,1,5,7,6,7,7,1,7,2,7,7,1,3,5,6,1,1,,2,,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,3,4,1,4,4,4,4,1,1,1,1,1,1,2,1,3,2,1,25,45,2,,2,1,,,,,,,31.26220703,-89.27230072,-1,
R_6QDfi4pMuc9siDb,Default Response Set,Anonymous,,,98.25.108.70,0,5/5/2016 16:03,5/5/2016 16:11,1,202175,2,,1,,,,,,,,,,1,8,2,3,1,1,1,5,5,5,3,9,,6,6,2,2,7,1,1,3,5,6,2,4,2,5,6,5,7,4,2,6,6,6,5,2,5,6,2,1,6,2,1,2,5,6,2,2,3,6,5,1,,2,,3,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,1,5,5,7,5,5,5,2,2,2,2,2,2,1,5,8,2,1,42,54,6,,2,1,,,,,,,33.09750366,-80.1753006,-1,
R_3wo8rm2rsIhDkdD,Default Response Set,Anonymous,,,74.194.17.148,0,5/5/2016 16:18,5/5/2016 16:23,1,202184,2,,1,,,,,,,,,,1,6,1,1,1,1,5,5,5,5,5,9,,6,2,6,7,7,7,2,6,6,6,6,6,6,2,6,3,6,6,3,2,6,6,6,6,2,2,7,6,5,1,6,2,6,6,6,1,6,7,7,1,,2,,4,1,,,,,,,,,,,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,3,3,3,3,2,1,1,3,1,6,2,19,40,2,,1,1,,,,,,,30.13459778,-93.27300262,-1,
R_2nxyHl9OZHONfjD,Default Response Set,Anonymous,,,68.9.84.191,0,5/5/2016 16:20,5/5/2016 16:30,1,202186,2,,1,,,,,,,,,,1,3,3,3,3,3,3,5,5,5,5,9,,6,6,5,6,3,5,3,3,4,7,4,2,3,5,6,6,6,5,4,4,4,4,3,4,4,6,5,6,6,6,6,2,4,6,4,4,4,4,4,1,,1,,7,1,,,,,,,,,,,,,,2,1,2,2,2,1,1,1,2,5,,,,,,,4,4,4,4,4,4,2,3,1,3,2,41,7,2,,2,1,,,1,,,,41.87840271,-71.35389709,-1,
R_0kToEz3n5Tup0XP,Default Response Set,Anonymous,,,75.142.118.72,0,5/5/2016 16:28,5/5/2016 16:36,1,202195,2,,1,,,,,,,,1,,,5,1,1,3,1,3,5,5,5,2,9,,1,6,6,5,7,2,4,5,5,5,5,6,6,4,4,6,7,7,4,7,7,6,7,5,1,5,7,7,5,4,6,2,5,6,3,1,2,7,6,1,,1,,3,1,,,,,,,,,,,,,,2,1,1,1,1,3,1,1,1,5,,,,,,,2,1,3,1,3,2,1,1,2,2,1,5,24,3,,1,1,,,,,,,33.75889587,-118.1329956,-1,
R_5jaOrAF2752bYLX,Default Response Set,Anonymous,,,47.17.2.74,0,5/5/2016 16:52,5/5/2016 17:02,1,202206,2,,1,,,,,,,,,,1,8,3,2,2,3,3,5,5,5,3,9,,3,5,5,4,3,4,4,3,6,6,5,,4,4,5,6,5,5,4,3,4,5,5,3,4,6,4,5,6,3,5,2,4,,5,5,4,5,5,3,,5,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,5,4,5,4,4,5,2,5,1,1,,33,63,2,,2,1,,,,,,,40.61000061,-73.91079712,-1,
R_bvJUf81I6XoNGMl,Default Response Set,Anonymous,,,73.194.4.232,0,5/5/2016 17:03,5/5/2016 17:17,1,202211,2,,1,,,,,,,,,,1,7,1,1,3,1,2,5,5,5,3,9,,6,7,3,1,3,1,1,2,7,6,2,1,3,5,7,6,7,4,2,4,7,7,6,2,4,7,2,2,7,1,6,2,6,7,3,1,4,5,5,2,,1,,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,3,3,4,3,3,3,2,6,2,1,,31,41,4,,2,1,,,,,,,40.24850464,-74.53150177,-1,
R_eYeKi4su4gEC6Bn,Default Response Set,Anonymous,,,96.3.28.61,0,5/5/2016 17:31,5/5/2016 17:43,1,202224,2,,1,,,,,,,,,1,,8,3,2,2,3,4,5,5,5,4,9,,5,3,3,2,7,6,2,2,5,5,5,4,2,5,6,5,6,4,2,6,4,4,6,3,5,6,4,5,6,4,5,2,2,6,3,5,4,5,5,1,,1,,4,1,,,,,,,,,,,,,,2,3,3,1,1,1,3,1,3,5,,,,,,,4,4,3,4,5,4,1,5,3,2,1,24,53,2,,2,1,,,,,,,45.26730347,-93.01959991,-1,
R_1HrdlmERBqL86G1,Default Response Set,Anonymous,,,108.66.112.105,0,5/5/2016 17:44,5/5/2016 17:52,1,202234,2,,1,,,,,,,,,,1,7,4,1,4,1,4,5,5,5,4,9,,3,3,4,5,5,5,5,5,3,3,5,5,5,3,3,3,4,5,4,5,3,3,5,5,3,3,4,6,4,2,4,2,3,4,4,3,5,6,5,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,1,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,6,3,1,5,42,4,,2,1,,,,,,,32.95700073,-117.1978989,-1,
R_cN2zTmdOvF4hJCR,Default Response Set,Anonymous,,,23.127.242.131,0,5/5/2016 18:13,5/5/2016 18:24,1,202253,2,,1,,,1,,,,,,,,4,3,4,3,3,3,5,5,5,4,9,,5,7,4,2,7,3,1,4,6,5,3,4,2,4,5,4,7,3,3,7,5,4,7,4,1,5,2,5,5,3,6,2,5,5,4,2,6,5,4,1,,4,,5,1,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,2,7,7,7,7,7,7,2,2,3,1,1,1,2,4,2,2,1,45,13,2,,1,1,,,,,,,31.813797,-106.4681015,-1,
R_bDi1RsTHTfHcG0t,Default Response Set,Anonymous,,,146.135.123.98,0,5/5/2016 18:09,5/5/2016 18:35,1,202250,2,,1,,,,,,,,,,1,7,3,2,3,2,2,5,5,5,3,9,,4,5,6,3,6,5,2,3,3,6,4,5,4,3,5,5,5,6,2,4,5,5,6,3,3,5,6,6,5,4,5,2,5,6,4,3,6,5,5,1,,1,,4,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,3,4,3,4,3,4,5,3,3,3,3,4,3,1,1,6,2,1,29,43,2,,2,,1,,,,,,36.17500305,-115.1371994,-1,
R_a2UKxQVQK9sXZhr,Default Response Set,Anonymous,,,162.207.137.157,0,5/5/2016 18:26,5/5/2016 18:46,1,202264,2,,1,,,,,,,,,,1,8,4,4,5,4,5,5,5,5,4,9,,4,1,7,7,6,7,7,7,4,1,7,1,7,1,7,1,7,4,7,1,7,4,7,7,4,1,7,7,1,1,1,2,7,7,7,1,1,7,1,2,,1,,4,1,,,,,,,,,,,,,,2,1,3,2,1,2,1,3,1,5,,,,,,,1,1,1,1,1,1,2,5,1,5,1,10,60,3,,2,1,,,,,,,28.52250671,-81.48349762,-1,
R_6g6ypsPcNJZkr9b,Default Response Set,Anonymous,,,75.1.51.100,0,5/5/2016 18:58,5/5/2016 19:12,1,202283,2,,1,,,,,,,,,,1,8,3,3,1,1,3,5,5,5,3,9,,6,5,4,1,7,1,1,1,5,7,1,2,1,7,7,7,6,5,1,5,5,5,7,1,4,7,4,4,7,2,7,2,6,6,3,2,5,5,4,7,HEB,4,,5,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,3,4,4,5,5,5,6,4,4,4,3,3,4,1,5,3,1,,45,53,5,,2,1,,,,,,,29.5697937,-98.6160965,-1,
R_3ksp50wAIALcmBn,Default Response Set,Anonymous,,,68.229.66.172,0,5/5/2016 19:13,5/5/2016 19:25,1,202289,1,1,1,,,,,,,,,,1,8,3,2,3,1,3,5,5,5,3,9,,4,5,5,3,6,4,3,3,3,6,4,5,4,5,6,5,6,5,3,6,5,6,4,3,2,4,3,5,6,5,5,2,5,6,4,1,4,6,6,1,,2,,4,1,,,,,,,,,,,,,,2,3,3,3,1,1,2,1,2,4,3,3,4,2,3,1,7,7,7,7,7,7,2,5,1,1,,41,57,2,,2,1,,,,,,,41.6434021,-71.478302,-1,
R_0ihvS2X6F4Qd63b,Default Response Set,Anonymous,,,72.90.144.90,0,5/5/2016 19:46,5/5/2016 19:54,1,202316,2,,1,,,,,,,,,1,,6,3,5,5,3,5,5,5,5,5,9,,4,5,4,2,6,2,1,2,4,6,2,2,2,6,6,6,5,3,2,6,5,5,6,2,4,6,2,4,6,3,6,2,4,6,2,4,2,2,4,3,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,1,7,7,7,7,7,7,6,6,6,6,6,6,2,1,3,3,1,31,31,2,,1,1,,,,,,,40.62469482,-74.24939728,-1,
R_3HRpZyQPPv7J6cd,Default Response Set,Anonymous,,,76.189.198.169,0,5/5/2016 20:11,5/5/2016 20:21,1,202331,2,,1,,,,,,,,,,1,3,3,1,1,3,4,5,5,5,3,9,,7,7,5,7,7,7,3,3,7,7,5,4,2,7,7,7,7,3,1,7,7,7,7,1,4,7,1,4,6,7,7,2,7,,1,3,7,3,3,1,,1,,4,1,,,,,,,,,,,,,,2,1,2,2,2,1,1,1,1,5,,,,,,,7,7,4,5,3,4,2,3,1,5,1,36,8,2,,2,1,,,,,,,40.80110168,-81.34529877,-1,
R_6sMdH4xMyMyxQFv,Default Response Set,Anonymous,,,96.246.164.135,0,5/5/2016 20:28,5/5/2016 20:33,1,202339,2,,1,,1,,,,,,,,,5,2,2,2,2,3,5,5,5,3,9,,6,5,6,5,7,6,4,6,7,5,5,7,5,5,7,6,6,5,6,6,7,5,5,7,7,7,6,5,5,6,6,2,5,7,6,6,4,6,7,1,,1,,3,1,,,,,,,,,,,,,,2,1,3,1,1,2,1,2,3,3,2,2,3,2,2,3,3,2,2,2,4,3,1,1,6,1,,33,27,5,,2,1,,,,,,,41.15310669,-73.93689728,-1,
R_73t6InlEVyqiTPL,Default Response Set,Anonymous,,,72.231.20.164,0,5/5/2016 19:45,5/5/2016 21:06,1,202315,2,,1,,,,,,,,,,1,5,2,1,2,5,3,5,5,5,3,9,,2,6,4,4,7,1,1,2,5,6,2,3,2,6,7,7,7,5,1,6,7,7,6,3,2,6,7,7,6,4,5,2,6,7,6,5,7,5,3,1,,2,,1,1,,,,,,,,,,,,,,2,1,3,2,1,3,1,1,3,5,,,,,,,3,2,4,2,3,5,2,6,1,1,,33,26,2,,1,1,1,,1,,,,40.78050232,-73.95120239,-1,
R_etFKYurQCOblFeB,Default Response Set,Anonymous,,,71.211.201.149,0,5/5/2016 21:09,5/5/2016 21:17,1,202369,2,,1,,,,,,,,,,1,8,2,2,2,2,2,5,5,5,2,9,,4,5,4,3,4,4,2,2,3,5,4,2,2,5,5,5,3,5,2,2,4,4,2,2,2,5,1,4,5,2,2,2,4,5,5,2,4,5,5,1,,1,,3,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,5,4,2,1,6,64,3,,2,1,,,,,,,39.66029358,-104.8438034,-1,
R_a94NAxUUzOJeQjH,Default Response Set,Anonymous,,,24.158.88.252,0,5/5/2016 20:58,5/5/2016 21:18,1,202358,2,,1,,,,,,,,,,1,6,2,1,2,1,2,4,5,5,2,9,,4,6,3,5,7,4,4,4,5,5,4,7,5,4,4,4,5,6,4,7,6,5,4,3,4,4,5,5,4,6,4,2,6,6,3,1,4,6,6,1,,2,,5,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,2,2,3,2,2,1,1,1,2,1,2,2,1,6,2,2,1,44,38,3,,2,1,,,,,,,36.4907074,-82.62000275,-1,
R_0CYQ7TGBKQ9bNZP,Default Response Set,Anonymous,,,73.182.32.190,0,5/5/2016 21:23,5/5/2016 21:38,1,202382,2,,1,,,,,,,,,,1,6,2,1,1,3,3,5,5,2,2,9,,6,5,4,6,6,3,4,6,4,3,3,6,5,2,3,3,5,4,6,6,6,6,6,6,5,3,4,6,3,5,3,2,4,6,3,4,3,5,4,1,,1,,5,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,4,4,5,4,4,4,3,3,3,4,3,3,2,1,3,2,1,11,38,4,,2,1,,,,,,,31.99510193,-81.27230072,-1,
R_2fNovMDHT0qHFWZ,Default Response Set,Anonymous,,,50.171.197.1,0,5/5/2016 21:47,5/5/2016 22:00,1,202399,2,,1,,,,,,,,,,1,7,2,1,2,3,1,5,5,5,4,9,,3,4,3,4,4,3,3,4,4,4,4,5,4,3,3,4,4,4,4,5,4,5,4,5,4,3,4,4,4,3,3,2,4,5,5,4,4,5,4,7,,1,,3,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,3,4,4,4,4,4,4,3,3,3,3,3,3,2,2,4,2,1,24,49,3,,2,1,,,,,,,44.82299805,-93.34850311,-1,
R_2ivScwaOUhN72fj,Default Response Set,Anonymous,,,198.223.225.51,0,5/5/2016 22:03,5/5/2016 22:11,1,202423,,,1,,,,,,,,,,1,5,3,3,3,3,3,5,5,5,3,9,,4,5,3,3,7,3,1,2,4,6,5,7,2,5,6,7,6,4,3,7,5,5,6,2,5,5,2,3,6,5,6,2,5,5,3,3,4,5,5,1,,4,,6,1,,,,,,,,,,,,,,3,2,3,1,1,3,2,3,1,5,,,,,,,4,4,7,5,5,3,2,6,1,3,2,10,25,2,,2,1,,,,,,,37.75100708,-97.8219986,-1,
