V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.7,Q11.8,Q11.8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_0MwNn4BQOcSjypn,Default Response Set,Anonymous,,,83.35.38.53,0,5/4/2016 16:02,5/4/2016 16:11,1,600044,2,,1,,,,,,,,,,1,8,2,1,1,1,5,5,5,5,3,5,,5,7,4,5,7,2,4,4,5,5,5,4,5,4,5,5,7,6,3,7,5,6,7,4,2,5,3,7,5,6,3,2,5,7,4,3,5,5,5,1,,1,,,,3,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,2,5,3,3,1,53,1,,38.42799377,-0.398696899,-1
R_5mOf0JHnww3sJ81,Default Response Set,Anonymous,,,88.11.152.48,0,5/4/2016 16:05,5/4/2016 16:17,1,600045,2,,1,,,,,,,,,,1,8,1,1,1,1,4,5,5,5,4,5,,6,6,5,5,7,3,2,3,5,6,3,1,5,1,4,4,6,3,2,6,6,7,7,3,4,3,6,6,5,6,5,2,7,7,3,5,5,5,5,1,,5,,,,,,2,1,,,,,,,,,,1,2,3,2,3,1,2,3,1,5,,,,,,,2,5,4,4,4,4,2,5,3,2,1,56,4,,42.81689453,-1.643203735,-1
R_cIqKnugOyKgus97,Default Response Set,Anonymous,,,84.76.84.224,0,5/4/2016 16:07,5/4/2016 16:20,1,600046,2,,1,,,,,,,,,,1,8,1,1,1,2,3,5,5,5,3,5,,5,5,3,3,6,3,2,3,4,6,3,6,4,5,7,5,6,6,3,6,6,3,7,3,1,6,5,6,6,6,6,2,5,7,4,2,5,6,6,1,,1,,3,1,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,4,6,6,6,6,7,6,1,1,1,1,2,2,2,3,2,3,1,53,1,,39.15220642,-3.024307251,-1
R_dbRVpt56kUuiPKR,Default Response Set,Anonymous,,,85.57.115.14,0,5/4/2016 16:18,5/4/2016 16:32,1,600047,2,,1,,,,,,,,,,1,8,1,5,1,1,3,5,5,5,3,5,,6,5,3,2,4,2,1,2,3,4,2,2,4,5,5,5,6,5,2,5,4,4,5,3,2,6,3,3,5,4,5,2,4,6,1,1,4,5,6,1,,1,,,,,,,,2,2,2,2,2,5,1,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,3,4,4,1,5,5,4,1,51,4,,39.89160156,-5.540603638,-1
R_bHHQBx5eLHzBxzf,Default Response Set,Anonymous,,,77.73.161.72,0,5/4/2016 16:26,5/4/2016 16:38,1,600048,2,,1,,,,,,,,,,1,8,1,1,1,3,4,5,5,5,3,5,,6,6,5,3,4,3,4,3,4,7,3,5,4,5,6,2,5,5,4,5,7,7,7,3,4,6,5,5,5,2,6,2,5,6,4,2,4,6,5,1,,1,,,,,,4,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,6,6,6,6,7,6,2,2,2,2,2,2,1,5,5,2,1,55,3,,41.64529419,-0.884902954,-1
R_0HWEOfACxZk0qK9,Default Response Set,Anonymous,,,81.33.82.102,0,5/4/2016 16:38,5/4/2016 16:44,1,600055,2,,1,,,,,,,,,,1,5,1,1,1,1,2,4,5,5,1,5,,5,5,5,3,7,5,4,5,5,4,4,4,4,5,5,5,3,5,6,6,5,5,7,4,4,7,6,5,3,5,6,2,5,5,5,4,5,4,5,1,,1,,4,1,,,,,,,,,,,,,,2,1,1,1,1,1,2,1,1,3,4,4,3,3,4,3,2,2,3,2,2,2,1,1,5,4,3,25,4,,42.6000061,-5.570297241,-1
R_5A9la9cVdyF4dhP,Default Response Set,Anonymous,,,188.78.143.35,0,5/4/2016 16:40,5/4/2016 16:47,1,600057,2,,1,,,,,,,,,,1,6,1,1,1,1,3,5,5,5,1,5,,6,6,2,2,6,2,1,3,4,7,2,5,1,7,6,7,6,4,1,6,6,5,6,1,4,7,2,4,7,2,7,2,5,6,2,5,4,5,4,1,,1,,,,,,,,,,,,,,,4,1,2,2,2,1,1,2,2,2,1,5,,,,,,,1,1,1,2,2,2,1,1,4,3,2,36,4,,42.81689453,-1.643203735,-1
R_1BqohMsp9sPGzIx,Default Response Set,Anonymous,,,84.126.165.237,0,5/4/2016 16:40,5/4/2016 16:50,1,600058,2,,1,,,,,,,,1,,,5,3,1,2,3,5,5,5,5,3,5,,1,2,4,3,2,2,4,4,1,1,1,4,1,2,1,1,1,2,3,1,2,2,1,2,1,2,4,3,2,3,5,2,1,1,2,2,2,1,1,1,,3,,,,5,1,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,4,4,4,4,4,4,1,2,3,2,4,3,1,1,2,4,3,19,1,,39.3999939,-0.416702271,-1
R_eWhkB1eNgl2ypBH,Default Response Set,Anonymous,,,85.84.237.189,0,5/4/2016 16:39,5/4/2016 16:51,1,600056,2,,1,,,,,,,,,,1,6,1,1,1,1,4,5,5,5,2,5,,,,,,,,3,3,5,6,2,2,2,4,6,6,7,4,1,7,7,7,7,5,4,7,2,7,7,6,7,2,6,3,2,5,2,4,4,1,,3,,,,4,1,,,,,,,,,,,,3,2,2,2,2,1,2,1,2,5,,,,,,,2,2,1,1,3,4,1,3,4,3,2,31,1,,43.03179932,-2.409194946,-1
R_6xjy05HY7bPFz2B,Default Response Set,Anonymous,,,84.123.18.43,0,5/4/2016 16:43,5/4/2016 16:53,1,600064,2,,1,,,,,,,,,,1,5,1,2,1,2,5,5,5,5,3,5,,7,7,2,1,5,1,1,1,6,7,1,2,1,7,7,7,3,3,1,6,6,6,7,1,5,7,3,6,7,4,7,2,7,7,3,4,1,4,5,6,,2,,,,,,,,,,,,,,,7,1,3,3,3,1,1,3,2,3,1,1,7,7,7,7,7,7,4,5,4,6,7,7,1,6,1,4,1,29,2,,39.46980286,-0.37739563,-1
R_2gl72ZLbsycIkzb,Default Response Set,Anonymous,,,77.228.40.199,0,5/4/2016 16:34,5/4/2016 17:01,1,600052,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,2,5,,5,6,4,4,5,4,3,4,4,6,1,4,4,6,7,5,7,5,4,5,5,5,7,4,2,7,4,7,3,5,7,2,7,5,4,3,4,7,6,1,,1,,4,1,,,,,,,,,,,,,,3,2,3,1,1,2,2,1,1,5,,,,,,,3,3,2,3,2,2,1,1,2,2,1,28,1,,40.34579468,-3.824905396,-1
R_2bJDLP5mtei4HGt,Default Response Set,Anonymous,,,85.55.244.198,0,5/4/2016 17:03,5/4/2016 17:16,1,600065,2,,1,,,,,,,,,,1,7,1,1,1,1,4,5,5,5,3,5,,4,5,6,3,3,7,2,3,2,5,5,3,3,4,5,6,2,7,3,4,4,5,7,4,1,6,4,7,7,3,6,2,2,5,5,2,7,7,6,1,,1,,,,,,3,1,,,,,,,,,,2,2,1,1,1,2,2,2,1,5,,,,,,,3,4,3,3,4,2,1,1,3,2,1,50,2,,42.04820251,2.264007568,-1
R_0Ve7vIDtsrzRAGh,Default Response Set,Anonymous,,,95.22.70.24,0,5/4/2016 17:16,5/4/2016 17:34,1,600066,2,,1,,,,,,,,1,,,6,1,1,1,3,4,5,5,5,3,5,,1,7,2,1,6,1,1,1,1,1,1,5,1,4,7,7,7,4,1,6,7,7,6,1,4,6,2,7,2,4,1,2,4,6,2,5,4,6,4,6,,1,,4,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,1,1,1,1,1,2,3,4,3,37,2,,40.41650391,-3.702606201,-1
R_aXAScbBGBhBHXTv,Default Response Set,Anonymous,,,37.134.197.88,0,5/4/2016 17:17,5/4/2016 17:36,1,600067,2,,1,,,,,,,,,,1,8,1,1,1,1,5,5,5,5,2,5,,3,6,2,4,3,2,4,6,4,6,2,3,4,5,3,6,7,5,3,4,6,6,7,3,2,4,5,6,4,1,5,2,6,6,4,3,5,6,4,1,,1,,,,,,,,4,4,4,4,4,2,1,,,2,2,2,2,2,2,2,2,2,4,6,6,6,6,7,7,2,2,2,2,2,2,1,5,5,3,1,61,2,,40.41650391,-3.702606201,-1
R_e9b6ix0cWRWgHUV,Default Response Set,Anonymous,,,83.32.114.106,0,5/4/2016 17:21,5/4/2016 17:49,1,600068,2,,1,,,,,,,,1,,,6,2,1,1,1,3,5,5,5,3,5,,5,6,4,3,7,2,1,3,6,4,3,3,4,5,7,6,6,5,2,6,6,5,7,2,1,6,4,6,5,6,5,2,,,,,,,,1,,1,,,,,,5,1,,,,,,,,,,3,3,3,3,3,3,2,3,1,4,4,4,5,4,5,5,2,1,2,2,2,2,1,1,2,4,2,37,2,,28.47689819,-16.41020203,-1
R_9yszVA0jSrN3Sct,Default Response Set,Anonymous,,,137.101.103.38,0,5/4/2016 18:01,5/4/2016 18:12,1,600071,2,,1,,,,,,,,,,1,4,2,1,1,1,5,5,5,5,2,5,,6,6,3,3,6,3,3,4,6,5,3,5,3,5,5,6,5,7,3,6,5,5,7,5,2,5,4,6,6,6,5,2,5,5,2,2,4,6,6,1,,1,,,,,,,,4,2,3,2,3,5,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,2,2,3,2,4,4,2,1,3,2,1,20,4,,40.41650391,-3.702606201,-1
R_bKJiHvPn338OKAR,Default Response Set,Anonymous,,,90.74.224.240,0,5/4/2016 18:09,5/4/2016 18:29,1,600073,2,,1,,,,,,,,,,1,6,1,1,1,1,5,5,5,5,1,5,,6,7,7,3,4,2,4,4,4,2,4,2,3,4,4,5,7,5,3,5,5,5,5,3,3,4,3,4,4,3,3,2,5,7,2,3,5,5,4,1,,1,,,,,,,,,,,,,,,4,1,2,1,2,2,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,6,2,4,2,35,2,,40.41650391,-3.702606201,-1
R_9N9olAp06cJ6M0l,Default Response Set,Anonymous,,,213.143.50.135,0,5/4/2016 18:11,5/4/2016 18:33,1,600075,2,,1,,,,,,,,,,1,7,1,1,1,2,2,2,5,5,1,5,,6,6,3,4,5,3,2,3,4,3,2,3,4,3,5,5,4,5,4,5,6,6,6,3,4,5,5,6,5,6,4,2,5,7,5,1,3,7,3,1,,1,,,,,,2,1,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,3,2,2,2,2,2,2,1,2,1,,42,3,,40.41650391,-3.702606201,-1
R_bHtn6Xsf4TALdR3,Default Response Set,Anonymous,,,90.71.168.254,0,5/4/2016 18:20,5/4/2016 18:33,1,600078,2,,1,1,,,,,,,,,,8,1,1,1,1,5,5,5,5,1,5,,3,5,3,5,7,3,3,3,3,3,3,3,5,5,5,5,6,5,3,5,5,5,5,3,3,6,3,6,6,3,6,2,5,6,2,3,3,5,3,1,,2,,,,3,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,5,5,6,5,5,5,4,4,5,5,4,4,2,5,4,5,1,54,1,,40.41720581,-3.684005737,-1
R_1KP3hfguKFBabNb,Default Response Set,Anonymous,,,81.38.11.185,0,5/4/2016 18:41,5/4/2016 18:47,1,600083,2,,1,,,,,,,,,,1,5,2,1,3,3,5,5,5,5,3,5,,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,4,4,4,4,4,4,4,1,,1,,,,,,,,,,,,,,,4,1,1,1,1,2,2,1,1,2,2,5,,,,,,,5,4,4,4,5,4,2,1,4,3,2,20,2,,37.38240051,-5.976104736,-1
R_a4C0cj3dpex61iR,Default Response Set,Anonymous,,,212.225.205.141,0,5/4/2016 18:43,5/4/2016 18:50,1,600086,2,,1,,,,,,,,,,1,4,1,2,1,1,2,4,5,5,1,5,,6,7,2,1,6,1,1,1,7,7,1,4,1,7,7,7,7,5,2,6,6,6,5,1,3,7,3,5,7,2,7,2,7,6,2,3,1,5,2,6,,1,,,,4,1,,,,,,,,,,,,2,2,3,2,1,2,2,2,1,4,5,5,5,4,5,6,1,1,1,1,1,1,1,4,2,5,1,12,2,,37.89160156,-4.772705078,-1
R_eLJNpBc9ELuzeQZ,Default Response Set,Anonymous,,,91.117.157.56,0,5/4/2016 18:40,5/4/2016 18:51,1,600081,2,,1,,,,,,,,,,1,4,1,1,2,1,3,5,5,5,1,5,,5,6,5,2,6,2,2,3,4,6,5,5,4,7,7,7,7,6,2,6,6,5,6,2,4,7,6,6,7,6,7,2,7,6,3,3,5,6,6,1,,1,,,,,,,,2,1,2,2,2,3,1,,,2,1,2,1,1,2,2,1,1,4,3,2,2,3,2,2,1,1,1,1,1,1,1,1,3,4,3,17,4,,41.90559387,-8.857894897,-1
R_eDruZZstPFSBThz,Default Response Set,Anonymous,,,212.21.233.68,0,5/4/2016 18:41,5/4/2016 18:53,1,600084,2,,1,,,,,,,,,,1,4,1,1,1,1,5,5,5,5,3,5,,7,7,2,3,7,2,6,4,3,2,1,4,5,3,3,3,7,5,2,7,6,6,7,6,2,3,2,5,4,5,3,2,5,6,1,5,5,6,4,6,,1,,5,1,,,,,,,,,,,,,,2,2,2,3,1,1,2,1,1,4,4,4,4,4,4,4,1,1,1,1,1,4,2,1,2,2,1,18,4,,42.81689453,-1.643203735,-1
R_9ZHH7WGQ9PzrLXT,Default Response Set,Anonymous,,,62.42.17.178,0,5/4/2016 18:51,5/4/2016 19:00,1,600088,2,,1,,,,,,,,,,1,5,1,1,1,1,2,4,5,5,2,5,,7,7,4,3,4,1,2,3,6,5,1,5,3,5,5,5,6,3,3,6,7,4,6,3,4,5,2,7,5,5,5,2,6,6,2,4,2,4,3,6,,2,,,,,,,,,,,,,,,5,1,3,3,2,1,1,3,2,3,1,2,7,7,7,7,7,7,2,2,2,2,3,3,2,6,1,3,1,30,5,,43.46470642,-3.804397583,-1
R_0T9Lt55Ihy9RRvT,Default Response Set,Anonymous,,,82.158.235.216,0,5/4/2016 18:56,5/4/2016 19:04,1,600089,2,,1,,,,,,,,,,1,8,2,2,2,2,5,5,5,5,4,5,,6,5,6,5,1,5,3,5,3,4,5,1,3,6,6,6,2,7,5,1,5,6,6,5,1,3,7,6,3,1,6,2,5,5,6,1,6,6,6,4,,1,,6,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,7,7,7,7,7,7,2,2,3,3,3,3,1,5,4,2,1,57,4,,40.41650391,-3.702606201,-1
R_3XbnFUkq5A6aJ3T,Default Response Set,Anonymous,,,88.22.162.12,0,5/4/2016 18:59,5/4/2016 19:14,1,600090,2,,1,,,,,,,,,,1,4,1,3,1,3,3,5,5,5,3,5,,6,7,3,2,7,1,2,3,4,6,2,5,2,4,5,6,6,5,3,7,6,7,7,2,5,6,4,6,6,7,5,2,5,5,2,5,5,3,4,1,,3,,,,3,1,,,,,,,,,,,,2,3,2,3,2,1,3,1,2,5,,,,,,,3,3,3,3,4,3,2,1,4,3,1,18,2,,41.38879395,2.158996582,-1
R_diKjTnQqL9nfAhL,Default Response Set,Anonymous,,,217.125.150.115,0,5/4/2016 18:50,5/4/2016 19:21,1,600087,2,,1,,,,,1,,,,,,7,1,1,1,2,4,5,5,5,3,5,,3,6,5,1,2,3,1,1,3,7,2,5,1,7,7,7,6,5,1,6,6,6,6,1,2,7,6,6,7,2,7,2,5,6,2,2,6,5,6,6,,1,,,,,,4,1,,,,,,,,,,3,3,3,1,1,3,1,3,3,5,,,,,,,2,3,2,2,3,2,2,5,2,1,,43,2,,40.41720581,-3.684005737,-1
R_didAqhOerdGvcmF,Default Response Set,Anonymous,,,87.217.169.157,0,5/4/2016 19:20,5/4/2016 19:33,1,600091,2,,1,,,,,,,,,,1,3,2,2,3,2,5,5,5,5,4,5,,6,6,4,4,7,2,3,2,4,4,2,5,4,4,5,5,7,5,2,6,6,7,6,4,3,6,5,7,5,6,6,2,6,5,4,3,4,4,3,1,,1,,,,,,,,3,3,4,3,4,3,1,,,2,2,2,2,2,2,2,2,2,5,,,,,,,2,2,2,2,2,2,2,6,1,3,2,8,2,,28.06059265,-15.54910278,-1
R_5z5DSqI0WfLiGIB,Default Response Set,Anonymous,,,80.33.167.146,0,5/4/2016 19:35,5/4/2016 19:45,1,600093,2,,1,,,,,,,,,,1,6,1,1,1,1,2,5,5,2,2,5,,6,6,4,3,6,5,2,3,5,6,2,5,2,5,6,6,7,5,2,6,6,6,6,2,2,5,2,7,6,6,5,2,4,7,2,1,2,5,6,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,4,2,3,2,2,3,2,2,2,2,1,1,1,2,1,4,4,1,33,2,,38.96670532,-0.183303833,-1
R_00KRuT7TWcxuxlX,Default Response Set,Anonymous,,,83.34.216.28,0,5/4/2016 19:35,5/4/2016 19:45,1,600094,2,,1,,1,,,,,1,1,,,4,3,1,1,1,4,5,5,5,3,5,,1,7,3,3,7,1,1,1,7,7,1,5,1,4,7,7,7,7,1,7,7,7,7,1,1,7,1,7,7,4,7,2,7,7,2,3,3,7,5,1,,1,,,,,,,,,,,,,,,7,1,3,3,3,3,3,3,2,3,1,5,,,,,,,1,1,1,1,1,1,1,1,4,4,3,18,2,,41.64529419,-0.884902954,-1
R_cuODGb7891PvIe9,Default Response Set,Anonymous,,,87.223.94.123,0,5/4/2016 19:36,5/4/2016 19:47,1,600096,2,,1,,,,,,,,,,1,6,2,1,1,2,2,3,5,5,3,5,,5,7,4,2,5,3,2,3,5,7,2,4,2,6,5,1,5,4,2,5,6,7,6,3,3,6,4,5,4,2,7,2,6,4,4,2,3,7,6,1,,1,,,,,,,,2,2,2,2,2,4,1,,,1,2,2,1,2,2,1,3,2,4,4,5,3,4,4,4,3,3,3,3,4,4,1,2,2,1,,34,5,,40.41720581,-3.684005737,-1
R_8fcDoZQr5Y3gYvj,Default Response Set,Anonymous,,,47.60.32.27,0,5/4/2016 19:28,5/4/2016 19:53,1,600092,2,,1,,,,,,,,,,1,4,1,1,1,1,2,2,5,5,3,5,,2,6,4,2,6,1,4,3,5,5,2,4,3,5,6,5,6,6,1,7,6,6,7,4,4,6,3,1,5,6,6,2,4,7,1,1,1,7,5,1,,3,,,,4,1,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,5,,,,,,,1,1,3,1,1,2,2,1,2,2,1,17,4,,40.41650391,-3.702606201,-1
R_3gY1m5Eu6HDSpBX,Default Response Set,Anonymous,,,91.117.98.240,0,5/4/2016 20:03,5/4/2016 20:13,1,600098,2,,1,,,,,,,,,,1,3,2,1,1,2,3,5,4,5,3,5,,4,6,4,4,5,3,3,4,4,5,3,3,4,5,6,5,7,5,3,5,5,5,7,4,3,5,4,5,5,3,5,2,5,5,2,2,4,5,3,1,,1,,,,,,5,1,,,,,,,,,,3,3,3,3,3,3,3,3,1,5,,,,,,,1,2,2,2,2,2,2,4,3,4,1,8,2,,43.36659241,-8.406799316,-1
R_5uIvhb6qEKnXrBX,Default Response Set,Anonymous,,,84.122.3.11,0,5/4/2016 20:37,5/4/2016 20:49,1,600099,,,1,,1,,,,,,1,,,4,1,1,1,1,3,5,5,5,2,5,,1,7,1,1,6,1,7,1,6,7,2,5,1,7,7,7,6,6,1,6,2,5,,6,2,7,4,6,7,4,7,2,7,6,1,6,2,7,6,1,,1,,,,,,7,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,2,1,2,3,3,2,1,4,4,1,10,5,,36.52980042,-6.294692993,-1
R_4ZxF9vqvsvrgSs5,Default Response Set,Anonymous,,,84.123.69.94,0,5/4/2016 21:45,5/4/2016 21:55,1,600104,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,3,5,,7,7,4,1,7,1,1,1,4,6,6,4,4,6,7,6,7,5,2,7,6,4,7,2,4,6,2,6,6,4,6,2,7,6,4,4,4,4,1,4,,1,,4,1,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,2,5,,,,,,,2,3,4,4,4,3,2,1,2,2,2,27,4,,39.46980286,-0.37739563,-1
R_25ATsBSEersN6Bf,Default Response Set,Anonymous,,,47.59.60.133,0,5/4/2016 21:44,5/4/2016 21:57,1,600103,2,,1,,,,,,,,,,1,6,1,1,2,1,3,5,5,5,3,5,,6,7,3,3,5,3,2,4,4,6,1,3,3,5,6,5,7,5,3,5,6,6,7,3,4,5,3,7,6,4,7,2,4,7,1,5,5,5,1,1,,1,,,,,,,,,,,,,,,6,1,3,3,3,1,2,3,2,1,1,5,,,,,,,4,3,3,4,4,4,1,5,3,2,1,38,1,,40.41650391,-3.702606201,-1
R_ef9kyDJLG2HO2eF,Default Response Set,Anonymous,,,95.16.253.179,0,5/4/2016 22:05,5/4/2016 22:17,1,600105,2,,1,,,,,,,,,,1,7,1,1,2,1,3,5,5,5,3,5,,5,7,2,7,7,1,1,1,3,7,2,3,1,7,7,7,7,6,1,7,6,6,6,1,4,7,5,6,7,5,7,2,7,7,1,3,3,5,4,6,,1,,,,7,1,,,,,,,,,,,,3,3,3,3,3,3,2,3,1,3,7,7,7,7,7,7,2,3,2,3,3,3,1,6,1,6,1,44,2,,39.47650146,-6.372192383,-1
R_3n121TLaPxy2ryt,Default Response Set,Anonymous,,,88.8.101.84,0,5/4/2016 22:38,5/4/2016 22:52,1,600107,2,,1,,,,,,,,,,1,4,1,1,3,1,1,5,5,5,4,5,,4,6,4,2,5,2,2,2,2,6,2,4,2,6,6,6,7,6,2,6,6,6,5,4,2,6,3,6,6,3,6,2,5,5,4,2,4,6,4,1,,1,,,,,,,,1,1,1,1,1,5,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,1,1,1,1,1,2,1,2,1,16,2,,37.89160156,-4.772705078,-1
R_eJKLtFZIyZIpIJ7,Default Response Set,Anonymous,,,46.222.156.237,0,5/4/2016 22:41,5/4/2016 23:12,1,600108,2,,1,,,,,,,,,,1,5,1,1,3,1,3,5,5,5,2,5,,5,7,2,1,6,1,2,7,7,2,2,2,2,6,6,6,7,5,,,,,,,,7,2,5,7,5,7,2,7,7,4,5,2,5,5,1,,3,,5,1,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,1,3,7,7,7,7,7,7,3,4,3,4,3,3,1,1,4,1,,29,2,,40.41720581,-3.684005737,-1
R_81BkfD0fH2PJAO1,Default Response Set,Anonymous,,,83.97.181.122,0,5/4/2016 23:40,5/4/2016 23:49,1,600109,2,,1,,,,,,,,,,1,6,1,1,1,1,3,1,5,5,3,5,,4,7,3,1,4,1,1,1,5,7,2,2,1,7,7,7,5,5,4,5,6,6,5,1,3,7,4,7,7,2,7,2,6,4,4,2,3,5,4,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,3,3,3,3,1,3,5,,,,,,,2,2,2,2,2,2,2,5,5,2,1,39,2,,43.53570557,-5.661499023,-1
R_06SuUifgpnEn2Kx,Default Response Set,Anonymous,,,79.147.88.246,0,5/5/2016 0:36,5/5/2016 0:43,1,600114,2,,1,,,,,,,,,,1,4,1,1,2,1,2,5,5,5,1,5,,6,7,2,1,4,2,1,1,5,6,1,2,1,7,7,7,5,5,1,6,7,7,7,1,5,7,1,5,7,7,7,2,6,7,2,4,2,5,3,2,,1,,,,,,,,3,3,3,3,3,4,1,,,2,3,2,1,1,1,2,1,1,3,7,7,7,7,7,7,4,4,4,4,4,4,2,6,2,4,3,19,5,,43.36030579,-5.844802856,-1
R_difLDchLL5Ob0Fv,Default Response Set,Anonymous,,,90.171.43.166,0,5/5/2016 0:38,5/5/2016 0:44,1,600117,2,,1,,,,,,,,,,1,4,1,1,2,1,3,5,5,5,3,5,,3,7,4,1,5,2,1,2,5,7,2,1,2,7,7,7,6,4,1,7,5,6,7,1,5,7,6,6,7,6,7,2,5,6,4,4,2,4,3,1,,3,,,,,,6,1,,,,,,,,,,3,3,3,1,3,3,2,3,1,3,7,7,7,7,7,7,2,3,3,3,3,3,1,1,6,3,2,19,4,,41.44999695,2.247406006,-1
R_eOKNC3imU5jwenr,Default Response Set,Anonymous,,,90.165.248.176,0,5/5/2016 0:37,5/5/2016 0:47,1,600115,2,,1,,,,,,,,,,1,6,1,1,1,1,4,5,5,5,1,5,,7,7,5,1,7,1,1,1,6,7,1,4,1,7,7,7,7,7,1,6,6,7,5,1,3,7,2,7,7,5,7,2,7,7,5,6,5,6,6,1,,1,,,,5,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,1,1,1,1,1,1,1,5,3,4,3,40,4,,42.85479736,-2.701705933,-1
R_5u2Hffk4uPGiAzX,Default Response Set,Anonymous,,,79.144.161.20,0,5/5/2016 0:42,5/5/2016 0:48,1,600119,2,,1,,,,,,,,,,1,8,2,1,1,2,4,5,5,5,3,5,,5,6,5,4,5,2,3,4,6,5,2,4,5,4,5,6,7,7,4,6,5,7,6,5,4,5,4,6,4,3,6,2,7,6,3,3,5,6,6,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,3,3,2,2,2,1,2,2,2,2,2,2,1,5,3,2,1,56,2,,43.36659241,-8.406799316,-1
R_cPiJgTMk8ZfP1jv,Default Response Set,Anonymous,,,85.54.57.180,0,5/5/2016 0:55,5/5/2016 1:18,1,600120,2,,1,,,,,,,,,,1,3,1,1,1,1,3,5,5,5,3,5,,6,4,4,4,5,4,5,5,6,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,4,5,4,5,2,5,5,5,4,5,5,5,1,,2,,,,,,,,,,,,,,,5,1,3,3,3,3,1,3,3,3,1,5,,,,,,,3,3,3,3,4,4,2,4,3,3,1,8,3,,42.46670532,-2.449996948,-1
R_0OrmdSZM9ckBCJv,Default Response Set,Anonymous,,,90.106.247.0,0,5/5/2016 1:48,5/5/2016 1:55,1,600127,2,,1,,,,,,,,,,1,4,1,1,1,1,5,5,5,5,3,5,,5,6,5,1,4,2,1,2,4,6,3,4,3,5,6,6,6,4,4,4,4,6,6,3,4,6,4,6,6,4,6,2,,,,,,,,1,,1,,,,4,1,,,,,,,,,,,,3,3,3,3,1,3,3,3,1,5,,,,,,,2,2,2,2,4,4,2,1,4,6,5,18,2,,40.41650391,-3.702606201,-1
