V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Conrol
R_0P7ae92bOpxr4ON,Default Response Set,Anonymous,,,92.224.199.84,0,03MAY16:10:54:00,03MAY16:11:02:00,1,400208,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,2,3,3,5,5,5,3,4,,6,5,3,4,7,6,1,1,6,7,6,1,1,1,1,1,6,5,1,6,7,4,7,6,1,7,4,3,7,1,7,2,7,5,5,3,3,5,5,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,2,5,0,0,0,0,0,0,4,3,3,3,3,3,2,5,2,2,1,38,4,51.07139587,13.73989868,-1,4,7,7,7,7,2,65,5,7,27,76,22,-5.56685,2.82528,-2.16617,1.10875,-1.950167277,0.989746195,-0.758848155,0.388414987,0,0,1,0,0
R_9pfDr3SMHBvDBcx,Default Response Set,Anonymous,,,77.5.2.228,0,03MAY16:10:53:00,03MAY16:11:02:00,1,400196,2,0,1,,0,0,0,0,,,0,0,1,5,2,2,1,2,3,5,5,5,3,4,,7,7,2,2,6,6,2,3,5,7,6,6,2,7,7,7,7,5,2,5,7,5,6,5,3,7,5,3,7,4,6,2,6,7,4,7,4,6,5,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,1,3,7,6,7,7,7,6,2,2,4,2,2,2,1,1,3,1,0,29,2,51.5,12,-1,6,6,5,6,6,3,80,1,5,22,81,27,-6.0716,-2.00533,-0.934554,1.95542,-2.126990244,-0.702503021,-0.327391007,0.685018654,0,0,1,0,0
R_3qmd6bYCZ98kJUN,Default Response Set,Anonymous,,,91.41.245.22,0,03MAY16:10:55:00,03MAY16:11:03:00,1,400215,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,3,1,4,5,5,5,3,4,,5,7,2,5,1,2,1,3,6,3,3,2,4,6,5,7,4,6,4,1,7,7,4,4,2,4,6,1,5,2,4,2,3,6,3,4,3,5,3,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,2,7,7,7,7,7,7,3,3,4,2,2,1,1,4,1,2,1,14,3,52.1269989,8.642700195,-1,3,7,5,4,4,4,61,4,6,24,65,10,-6.16884,0.423867,-2.23069,1.2084,-2.161055158,0.148488203,-0.781450666,0.423324167,0,0,1,0,0
R_8cXsU3FuJBkr5ul,Default Response Set,Anonymous,,,31.16.30.194,0,03MAY16:10:45:00,03MAY16:11:04:00,1,400108,2,0,1,,0,0,0,0,,,0,0,1,8,2,1,3,2,3,5,5,5,3,4,,7,5,3,4,6,5,3,4,6,5,5,6,5,5,6,5,7,3,4,6,7,6,6,7,4,6,6,1,6,5,5,2,6,7,6,4,4,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,1,2,2,2,1,1,5,3,3,1,53,3,54.32049561,10.05099487,-1,4,5,4,3,4,1,59,4,4,21,81,29,-5.66878,-4.28258,-4.18196,0.295812,-1.985875182,-1.50026449,-1.465015502,0.103628243,0,0,1,0,0
R_eOGACgGO1sFbjhj,Default Response Set,Anonymous,,,94.222.234.4,0,03MAY16:10:56:00,03MAY16:11:05:00,1,400225,2,0,1,,0,0,0,0,,,0,0,1,7,4,2,4,3,5,5,5,5,4,4,,7,7,6,3,3,6,1,2,4,6,6,1,3,6,7,7,5,5,2,2,7,7,5,1,2,7,4,2,7,3,7,2,6,6,4,1,5,6,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,3,7,7,7,7,7,7,3,3,4,4,3,3,1,6,1,1,0,43,2,51.31199646,12.30769348,-1,5,7,6,5,6,7,83,7,6,29,82,14,-6.68225,-0.136669,-3.11813,1.40922,-2.340911878,-0.047877599,-1.092336796,0.49367501,0,0,1,0,0
R_2r7vQTDNKZEVzAp,Default Response Set,Anonymous,,,92.195.145.23,0,03MAY16:10:59:00,03MAY16:11:05:00,1,400259,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,2,5,5,5,3,4,,4,4,2,5,6,3,4,4,4,3,4,4,5,4,4,6,6,6,3,3,4,5,6,4,5,3,4,4,5,2,4,2,4,5,3,4,3,5,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,3,3,1,1,1,2,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,2,1,1,0,29,2,51,9,-1,3,4,4,3,5,4,52,4,3,24,59,21,-2.55016,-1.67708,-2.88375,0.52194,-0.89336673,-0.587511166,-1.010229283,0.182844932,0,0,1,0,0
R_0OnBEmhNvFjXCi9,Default Response Set,Anonymous,,,91.53.200.85,0,03MAY16:10:54:00,03MAY16:11:06:00,1,400209,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,3,2,3,5,5,5,3,4,,5,7,6,2,5,7,6,7,7,1,6,4,3,6,6,6,7,6,3,5,6,5,6,4,4,6,4,3,6,4,5,2,6,5,3,3,6,6,6,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,1,3,4,3,4,3,3,3,3,3,3,3,4,3,1,6,1,2,1,17,2,49.81669617,7.116699219,-1,6,2,1,5,5,4,59,5,4,27,83,24,-3.9073,0.0883945,-4.26122,1.67362,-1.368797183,0.030966177,-1.492781699,0.586299066,0,0,1,0,0
R_8jm6BJWTlNAQ2Oh,Default Response Set,Anonymous,,,91.115.36.184,0,03MAY16:10:51:00,03MAY16:11:07:00,1,800058,2,0,1,,0,0,0,0,,,0,0,1,8,3,2,3,2,5,5,5,5,3,2,,6,6,6,3,6,5,2,2,5,6,5,5,3,6,6,6,7,3,1,4,7,6,6,2,5,6,5,1,6,4,6,2,6,6,6,3,6,4,5,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,2,5,0,0,0,0,0,0,3,3,3,3,3,3,1,5,2,1,0,51,2,47.36669922,9.683105469,-1,5,6,6,5,7,6,77,5,3,20,83,25,-5.93966,1.72242,-1.90763,1.14875,-2.080769298,0.603394581,-0.668276961,0.402427703,0,0,1,0,0
R_exJlLMdQW7lpoot,Default Response Set,Anonymous,,,84.183.69.32,0,03MAY16:10:54:00,03MAY16:11:07:00,1,400200,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,2,1,1,5,5,5,1,4,,7,7,2,2,7,7,1,2,5,6,7,7,2,6,7,7,7,3,3,5,7,7,7,6,2,7,6,2,7,4,7,2,6,7,6,6,5,6,6,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,3,1,1,3,2,2,3,5,0,0,0,0,0,0,2,2,2,2,2,2,2,7,2,1,0,41,2,54.32049561,10.13270569,-1,6,7,6,6,5,2,79,2,6,23,88,30,-6.09398,-3.93552,-1.73157,0.323955,-2.134830359,-1.378683155,-0.606599989,0.11348724,0,0,1,0,0
R_9MJXmD3YOdOFja5,Default Response Set,Anonymous,,,84.190.202.15,0,03MAY16:11:00:00,03MAY16:11:07:00,1,400266,2,0,1,,0,0,0,0,,,0,0,1,7,2,2,3,1,3,5,5,5,3,4,,5,7,5,3,6,4,2,3,3,7,3,7,3,6,7,7,7,7,3,7,5,5,3,6,1,7,1,1,7,6,5,2,5,7,1,1,1,7,7,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,2,2,2,2,3,1,1,1,6,3,1,43,5,49.89100647,11.51040649,-1,5,6,5,5,5,2,74,7,7,35,60,29,-2.32151,-0.0951688,-0.962963,2.03657,-0.813266539,-0.033339335,-0.337343189,0.713446953,0,0,1,0,0
R_cxapobCL0UlZQUJ,Default Response Set,Anonymous,,,95.90.208.180,0,03MAY16:11:01:00,03MAY16:11:08:00,1,400270,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,2,5,3,5,3,4,,6,6,4,4,6,6,2,3,7,6,5,5,2,7,5,7,7,4,2,6,7,7,6,4,4,3,7,1,4,5,5,2,7,6,7,3,4,6,3,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,2,7,7,7,7,7,7,3,3,4,3,3,3,1,1,4,2,1,19,5,51.36669922,12.38330078,-1,4,6,5,6,6,4,68,5,4,22,87,28,-6.13676,0.273325,-2.33674,1.15314,-2.149816959,0.095750644,-0.818601881,0.403965599,0,0,1,0,0
R_db6nvIMx4c0RV9b,Default Response Set,Anonymous,,,88.67.134.117,0,03MAY16:10:56:00,03MAY16:11:08:00,1,400229,2,0,1,,0,0,0,0,,,0,0,1,8,2,2,1,2,3,5,5,5,3,4,,7,7,2,3,7,7,1,3,4,7,6,5,2,7,2,6,7,5,2,5,7,7,7,4,5,6,6,3,7,2,6,2,7,7,7,3,5,6,6,2,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,4,4,4,4,4,2,5,3,1,0,57,4,48.82170105,9.064697266,-1,5,7,5,6,6,4,74,5,3,25,89,26,-5.6017,-4.02447,-5.37616,0.119634,-1.962375856,-1.409843933,-1.883365154,0.041909933,0,0,1,0,0
R_4GXrNiWyq0dPhLn,Default Response Set,Anonymous,,,95.90.187.197,0,03MAY16:11:03:00,03MAY16:11:10:00,1,400283,2,0,1,,0,0,0,0,,,1,0,0,6,1,1,2,1,2,5,5,5,2,4,,7,7,7,1,7,7,1,1,7,7,7,7,1,7,7,7,7,5,4,7,7,7,7,4,5,7,7,1,7,7,7,2,7,7,7,0,3,5,6,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,2,4,7,7,7,7,7,7,2,2,2,2,2,2,1,1,5,2,1,38,2,52.37950134,9.807495117,-1,7,7,7,7,4,4,85,8,3,27,95,35,-7.85827,3.3897,0.174467,0.591579,-2.75289275,1.187472631,0.061118915,0.207240721,0,0,1,0,0
R_4ZAEtolFgam91xr,Default Response Set,Anonymous,,,77.23.139.214,0,03MAY16:11:00:00,03MAY16:11:10:00,1,400263,2,0,1,,0,0,0,0,,,0,0,1,5,2,2,3,2,3,5,5,5,3,4,,6,7,6,2,7,6,2,2,6,6,6,5,3,6,6,6,7,3,2,7,6,5,4,3,4,6,5,3,6,5,7,2,7,7,7,4,6,4,4,1,,,,0,0,5,1,0,0,0,0,0,0,0,0,0,3,2,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,3,4,3,21,3,52.36849976,9.708206177,-1,6,6,6,5,6,5,77,4,4,19,90,28,-5.7477,-2.92085,-2.2749,0.047194,-2.013522271,-1.023226078,-0.796938221,0.016532904,0,0,1,0,0
R_8wEt0Ft499Zmpwh,Default Response Set,Anonymous,,,84.46.15.9,0,03MAY16:10:58:00,03MAY16:11:13:00,1,400246,2,0,1,,0,0,0,0,,,0,0,1,5,4,1,2,1,3,5,5,5,4,4,,7,6,5,3,2,2,1,3,7,6,5,1,3,6,6,6,7,4,2,3,6,6,6,2,3,6,5,3,6,1,6,2,5,6,5,3,6,4,2,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,2,2,2,2,1,1,2,2,4,4,3,21,5,53.55000305,10,-1,5,7,5,5,6,6,76,5,5,20,81,13,-1.6137,1.02779,-0.236782,2.11768,-0.565308017,0.360053248,-0.082948976,0.741861239,0,0,1,0,0
R_ewYp4mBAxGOdP3T,Default Response Set,Anonymous,,,79.222.65.210,0,03MAY16:11:03:00,03MAY16:11:13:00,1,400279,2,0,1,,0,0,0,0,,,0,0,1,6,4,3,4,2,5,5,5,5,3,4,,4,4,2,1,7,2,1,1,5,7,4,5,1,7,7,7,3,4,1,5,4,4,6,1,3,7,4,2,7,1,6,2,4,4,3,1,3,5,6,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,3,5,0,0,0,0,0,0,5,5,4,5,5,5,1,1,3,1,0,39,2,51.91619873,7.710800171,-1,7,7,7,7,7,7,90,7,5,27,52,24,-5.34399,-4.49992,-3.50608,-0.125022,-1.872095427,-1.576402585,-1.22824263,-0.043797446,0,0,1,0,0
R_dpsjVwW0X9bajtz,Default Response Set,Anonymous,,,84.157.216.82,0,03MAY16:10:58:00,03MAY16:11:15:00,1,400247,2,0,1,,0,0,0,0,,,0,0,1,8,3,2,1,1,4,5,5,5,3,4,,6,7,3,6,5,6,5,6,5,4,5,6,6,5,5,4,7,6,4,5,6,6,6,4,2,4,3,3,5,3,6,2,5,6,3,7,2,7,7,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,2,2,1,5,0,0,0,0,0,0,2,1,2,1,2,1,0,5,2,2,1,55,2,48.88059998,9.083999634,-1,2,3,2,2,4,4,50,1,6,27,73,25,-7.4496,-2.2861,-3.64366,1.37153,-2.609728328,-0.800861782,-1.276439369,0.480471528,0,0,1,0,0
R_0fac3EEascaaRfL,Default Response Set,Anonymous,,,84.182.17.150,0,03MAY16:11:04:00,03MAY16:11:15:00,1,400293,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,1,4,1,5,5,5,4,4,,7,6,2,5,7,7,4,6,5,5,5,5,5,5,5,5,7,6,4,6,7,6,7,5,4,4,4,2,5,4,4,2,3,6,6,2,2,5,5,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,3,1,3,5,0,0,0,0,0,0,2,2,2,2,2,2,2,5,5,2,1,49,5,50.87820435,12.08239746,-1,3,4,2,3,4,3,52,6,4,26,75,29,-5.60934,1.04573,-0.143232,-0.241365,-1.965052285,0.366337952,-0.050176735,-0.084554483,0,0,1,0,0
R_cBaAeJvb8AbZUs5,Default Response Set,Anonymous,,,87.160.132.23,0,03MAY16:11:12:00,03MAY16:11:16:00,1,400325,2,0,1,,0,0,0,0,,,0,0,1,4,4,2,3,2,3,5,5,5,4,4,,5,5,7,2,2,4,1,3,5,6,6,3,2,7,7,7,7,7,2,2,5,5,5,2,4,7,6,2,7,1,7,2,5,7,6,2,5,5,5,1,,,,0,0,5,1,0,0,0,0,0,0,0,0,0,2,1,3,2,3,3,3,3,1,5,0,0,0,0,0,0,6,6,6,7,7,6,1,6,1,1,0,17,4,52.51669312,13.3999939,-1,6,7,5,6,6,6,84,6,4,27,80,13,-2.85815,-1.30766,-2.32337,-0.615946,-1.001261144,-0.458096723,-0.813918131,-0.215776918,0,0,1,0,0
R_e2R5mHgMrO0l2LP,Default Response Set,Anonymous,,,89.15.5.217,0,03MAY16:11:06:00,03MAY16:11:17:00,1,400304,2,0,1,,0,0,0,0,,,0,0,1,7,1,2,1,2,4,5,5,3,3,4,,6,7,3,4,7,7,2,4,3,6,5,7,4,7,7,7,7,6,3,7,6,6,7,4,1,5,4,1,7,6,7,2,5,5,3,1,2,7,7,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,2,5,0,0,0,0,0,0,1,2,1,2,2,1,1,2,3,1,0,45,2,48.1499939,11.58329773,-1,4,6,4,4,5,4,73,7,7,34,70,34,-1.96463,5.15473,-0.34912,0.924075,-0.688245082,1.805794258,-0.12230299,0.323720026,0,0,1,0,0
R_d3TbHAw2NTJKrSR,Default Response Set,Anonymous,,,178.5.111.119,0,03MAY16:11:13:00,03MAY16:11:24:00,1,400328,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,2,5,5,5,1,4,,6,6,5,4,5,5,2,4,5,5,4,5,5,6,5,7,7,5,4,5,5,5,5,4,3,5,6,3,5,6,4,2,6,7,6,3,3,5,4,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,15,2,50.96760559,11.88949585,-1,4,6,4,3,4,4,62,5,5,24,79,26,-3.22861,-1.17656,-3.22487,1.90303,-1.131039919,-0.412170044,-1.12972973,0.666665499,0,0,1,0,0
R_6mygAj3bI6L1C0R,Default Response Set,Anonymous,,,95.90.231.193,0,03MAY16:11:16:00,03MAY16:11:25:00,1,400337,1,1,1,,0,0,0,0,,,0,0,1,4,2,1,1,2,4,5,5,5,3,4,,6,7,4,2,2,4,1,4,7,7,7,1,1,7,7,7,7,5,1,7,7,7,7,5,4,7,7,1,6,1,7,2,7,6,7,1,7,4,1,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,1,2,4,2,7,4,2,3,2,4,3,14,2,49.21490479,7.628997803,-1,6,7,4,7,7,3,82,7,4,21,91,18,-6.07444,0.229293,-3.78372,1.12025,-2.127985147,0.080325445,-1.325504896,0.392443643,0,0,1,0,0
R_5mQ9tvYjIH96nQ1,Default Response Set,Anonymous,,,83.181.41.168,0,03MAY16:11:17:00,03MAY16:11:27:00,1,800068,2,0,1,,0,1,0,0,,,1,0,0,6,1,1,1,1,2,5,5,5,4,2,,6,6,5,3,6,5,3,3,7,5,7,6,5,5,6,6,7,3,3,7,7,7,7,6,5,6,7,2,6,6,6,2,7,7,6,3,1,5,3,6,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,2,1,2,2,2,1,1,5,0,0,0,0,0,0,3,3,3,2,2,2,2,2,2,5,1,32,3,48.19999695,16.36669922,-1,5,5,5,3,5,2,65,5,3,19,87,32,-5.69564,-0.818772,-2.96715,0.783275,-1.995284721,-0.286830499,-1.039445797,0.274395264,0,0,1,0,0
R_6h925Yuq5k8dfXn,Default Response Set,Anonymous,,,79.196.210.46,0,03MAY16:11:26:00,03MAY16:11:32:00,1,400359,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,2,3,5,5,5,3,4,,5,6,5,3,5,4,3,2,5,5,5,4,3,5,5,5,5,5,2,6,6,4,5,4,2,5,5,3,5,3,5,2,4,6,6,4,5,5,6,1,,,,0,0,5,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,1,5,0,0,0,0,0,0,3,3,3,3,4,3,2,1,3,1,0,15,3,51.80000305,9.116699219,-1,5,5,6,5,6,4,66,4,6,26,74,23,-3.52405,-1.4133,-1.77245,2.10619,-1.234537843,-0.495104307,-0.620920986,0.737836086,0,0,1,0,0
R_eWNAscVjYuqs5wx,Default Response Set,Anonymous,,,92.72.91.126,0,03MAY16:11:28:00,03MAY16:11:36:00,1,400362,2,0,1,,0,1,0,0,,,0,0,0,4,2,1,1,1,2,5,5,4,4,4,,7,7,6,3,7,6,1,3,6,5,7,4,5,6,5,6,7,4,5,7,7,7,7,3,4,6,6,1,7,7,6,2,6,7,7,1,5,5,3,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,4,4,3,5,3,2,1,3,2,1,13,2,51.3401947,7.27520752,-1,5,7,5,3,3,5,69,7,4,23,92,32,-6.37957,0.186218,-4.28073,1.18654,-2.234877651,0.065235501,-1.499616402,0.415666217,0,0,1,0,0
R_6YElQiWFSUIKBLL,Default Response Set,Anonymous,,,92.77.27.17,0,03MAY16:11:22:00,03MAY16:11:38:00,1,400351,2,0,1,,0,0,0,0,,,0,0,1,8,2,1,1,1,3,5,5,5,3,4,,6,6,2,4,7,4,5,5,6,4,5,6,4,5,6,4,7,4,4,7,6,6,7,6,4,6,4,1,5,5,5,2,6,6,3,4,3,6,7,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,1,2,4,3,3,3,3,2,2,4,2,3,3,4,3,1,5,2,2,1,62,2,52.22579956,10.52709961,-1,4,3,3,4,4,2,55,4,4,25,71,32,-4.1108,2.76058,-3.65568,0.930959,-1.440086879,0.967080626,-1.28065019,0.326131614,0,0,1,0,0
R_cZpmkMNwszvYOwZ,Default Response Set,Anonymous,,,178.12.194.19,0,03MAY16:11:32:00,03MAY16:11:39:00,1,400373,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,3,5,5,5,3,4,,5,6,4,4,6,4,3,4,5,5,5,5,5,6,5,5,6,3,4,5,5,5,7,5,5,5,7,5,5,6,4,2,4,5,3,3,2,5,3,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,1,1,1,1,5,4,2,4,1,1,0,5,3,51.26150513,12.37080383,-1,4,5,4,3,4,3,58,5,3,19,71,29,-6.34743,-4.23357,-4.64563,0.231927,-2.223618434,-1.483095409,-1.627447409,0.081248183,0,0,1,0,0
R_dcfVIOSHj3UuM17,Default Response Set,Anonymous,,,87.163.152.5,0,03MAY16:11:37:00,03MAY16:11:44:00,1,400389,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,1,1,3,5,5,5,3,4,,5,5,3,4,7,3,4,4,2,6,5,5,4,5,5,5,5,3,4,6,6,6,3,5,4,5,2,3,5,5,3,2,2,4,4,4,4,4,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,3,3,3,3,3,3,1,3,6,4,5,4,4,4,4,4,4,4,4,4,1,1,4,1,0,45,4,49.23330688,7,-1,4,4,4,4,4,3,57,4,4,21,59,26,-1.98455,-2.33895,-2.74423,-0.81394,-0.695223415,-0.819376084,-0.961352928,-0.285137763,0,0,1,0,0
R_5i5QYvX0JZ1NjsV,Default Response Set,Anonymous,,,109.91.34.46,0,03MAY16:11:39:00,03MAY16:11:47:00,1,400398,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,2,1,3,5,5,5,3,4,,6,7,4,2,6,6,3,3,3,3,7,5,2,5,6,6,7,5,2,6,7,6,7,4,3,5,7,3,5,5,5,2,6,7,6,5,5,6,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,1,1,1,5,0,0,0,0,0,0,2,3,3,3,3,3,2,2,1,1,0,46,2,51,9,-1,6,5,5,6,6,4,67,3,5,24,87,29,-2.97468,-1.9306,-4.51534,0.335455,-1.042083691,-0.676323764,-1.581804488,0.117515896,0,0,1,0,0
R_3F6legCNHs4xqkZ,Default Response Set,Anonymous,,,93.219.30.236,0,03MAY16:11:39:00,03MAY16:11:47:00,1,400399,2,0,1,,0,0,0,0,,,0,0,1,2,1,1,1,2,1,5,5,5,2,4,,7,7,2,2,7,6,2,2,3,6,5,5,3,7,6,6,7,5,2,7,6,5,6,2,6,6,7,1,6,6,6,2,5,5,3,1,2,7,5,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,2,1,7,7,7,7,7,7,2,2,1,2,2,3,1,4,4,4,3,3,3,52.51669312,13.3999939,-1,6,6,6,5,6,6,78,7,2,26,71,31,-6.80148,1.1932,-3.02964,1.4424,-2.382680282,0.417999334,-1.061337163,0.505298558,0,0,1,0,0
R_czMPP6tFMlqMe9f,Default Response Set,Anonymous,,,185.36.120.0,0,03MAY16:11:40:00,03MAY16:11:48:00,1,400410,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,3,2,5,5,5,5,3,4,,6,7,4,1,4,3,1,2,1,7,3,5,2,6,6,7,7,4,1,4,4,6,7,1,2,7,4,1,7,4,7,2,4,7,6,1,1,7,5,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,4,7,7,7,7,7,7,4,4,4,4,4,4,1,5,2,2,2,41,5,48.49690247,10.10620117,-1,7,7,6,6,7,7,87,7,6,29,64,24,-3.27705,0.84078,0.027514,0.373214,-1.148009318,0.294540295,0.009638647,0.13074355,0,0,1,0,0
R_2aFMm4Px1GYf9mR,Default Response Set,Anonymous,,,91.0.208.126,0,03MAY16:11:41:00,03MAY16:11:49:00,1,400414,2,0,1,,0,0,0,0,,,0,0,1,8,2,1,3,1,4,5,5,5,3,4,,4,5,4,5,6,5,6,3,4,6,3,2,3,5,6,6,5,4,2,6,5,6,6,5,4,6,5,4,6,3,5,2,5,5,5,5,3,4,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,3,3,3,5,0,0,0,0,0,0,3,3,4,3,5,5,1,5,2,1,0,54,2,49.53860474,8.354003906,-1,3,2,5,5,6,3,64,3,4,20,68,23,-3.46356,-1.45528,-4.03946,-0.7576,-1.213347113,-0.509810653,-1.415095199,-0.265400851,0,0,1,0,0
R_24YvKx6QqmV43xX,Default Response Set,Anonymous,,,77.119.130.16,0,03MAY16:11:42:00,03MAY16:11:50:00,1,800076,2,0,1,,0,0,0,0,,,0,0,1,3,3,3,3,3,1,5,5,5,3,2,,7,7,2,1,5,7,1,1,7,7,6,6,1,7,7,7,7,3,1,5,7,7,6,6,5,7,7,2,7,3,7,2,7,7,6,2,6,5,5,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,5,0,0,0,0,0,0,3,4,4,3,4,4,1,1,2,2,1,7,3,48.19999695,16.36669922,-1,7,7,7,7,7,2,86,6,3,22,92,25,-6.86554,-0.859789,-0.0739045,1.02984,-2.405121648,-0.301199489,-0.02589007,0.3607714,0,0,1,0,0
R_bfoYKM0wIDT7sfb,Default Response Set,Anonymous,,,93.201.181.82,0,03MAY16:11:43:00,03MAY16:11:51:00,1,400423,2,0,1,1,0,0,0,0,,,0,0,0,3,2,1,1,2,3,5,5,5,1,4,,6,5,3,3,6,5,3,4,5,5,5,6,4,5,5,5,6,4,2,6,6,6,5,3,4,6,4,2,6,7,5,2,5,5,5,3,3,4,4,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,4,3,4,5,3,2,4,2,2,1,5,3,49.41769409,11.0296936,-1,5,5,4,4,6,5,66,5,4,21,71,30,-6.71636,0.402823,-4.24419,1.08876,-2.352861222,0.141116113,-1.486815785,0.381412132,0,0,1,0,0
